Year,Month,Day,Hour,concrete_temp
2017,February,28,3,-0.57
2017,February,28,4,-0.31
2017,February,28,5,-0.44
2017,February,28,6,-0.16
2017,February,28,7,-0.03
2017,February,28,8,0.76
2017,February,28,9,2.58
2017,February,28,10,5.11
2017,February,28,11,8.63
2017,February,28,12,6.13
2017,February,28,13,5.04
2017,February,28,14,4.53
2017,February,28,15,5.21
2017,February,28,16,4.88
2017,February,28,17,4.69
2017,February,28,18,4.22
2017,February,28,19,3.91
2017,February,28,20,3.38
2017,February,28,21,1.82
2017,February,28,22,2.66
2017,February,28,23,1.98
2017,March,1,0,1.22
2017,March,1,1,-0.01
2017,March,1,2,1
2017,March,1,3,1.08
2017,March,1,4,1.24
2017,March,1,5,0.86
2017,March,1,6,0.52
2017,March,1,7,0.59
2017,March,1,8,3.84
2017,March,1,9,6.43
2017,March,1,10,6.38
2017,March,1,11,6.75
2017,March,1,12,8.42
2017,March,1,13,12.55
2017,March,1,14,12.42
2017,March,1,15,10.34
2017,March,1,16,7.48
2017,March,1,17,5.58
2017,March,1,18,4.13
2017,March,1,19,4.01
2017,March,1,20,2.67
2017,March,1,21,2.31
2017,March,1,22,3.72
2017,March,1,23,3.76
2017,March,2,0,3.39
2017,March,2,1,3.38
2017,March,2,2,3.71
2017,March,2,3,3.71
2017,March,2,4,3.69
2017,March,2,5,3.74
2017,March,2,6,3.85
2017,March,2,7,3.9
2017,March,2,8,6.43
2017,March,2,9,7.13
2017,March,2,10,9.36
2017,March,2,11,8.93
2017,March,2,12,9.37
2017,March,2,13,7.52
2017,March,2,14,7.73
2017,March,2,15,7.87
2017,March,2,16,6.77
2017,March,2,17,5.83
2017,March,2,18,5.12
2017,March,2,19,4.05
2017,March,2,20,4.24
2017,March,2,21,4.76
2017,March,2,22,5.22
2017,March,2,23,5.26
2017,March,3,0,5.25
2017,March,3,1,4.65
2017,March,3,2,4.75
2017,March,3,3,4.84
2017,March,3,4,4.53
2017,March,3,5,4.59
2017,March,3,6,4.79
2017,March,3,7,4.89
2017,March,3,8,6.1
2017,March,3,9,6.56
2017,March,3,10,7.13
2017,March,3,11,7.42
2017,March,3,12,7.02
2017,March,3,13,5.83
2017,March,3,14,5.77
2017,March,3,15,4.98
2017,March,3,16,4.64
2017,March,3,17,4.38
2017,March,3,18,4.6
2017,March,3,19,4.91
2017,March,3,20,5.13
2017,March,3,21,5.13
2017,March,3,22,5.65
2017,March,3,23,6.33
2017,March,4,0,6.26
2017,March,4,1,6.73
2017,March,4,2,6.87
2017,March,4,3,6.82
2017,March,4,4,7.18
2017,March,4,5,6.04
2017,March,4,6,5.21
2017,March,4,7,5.26
2017,March,4,8,6.51
2017,March,4,9,9.24
2017,March,4,10,9.21
2017,March,4,11,12.52
2017,March,4,12,13.71
2017,March,4,13,12.72
2017,March,4,14,11.69
2017,March,4,15,10.72
2017,March,4,16,8.36
2017,March,4,17,7.42
2017,March,4,18,5.72
2017,March,4,19,5.43
2017,March,4,20,5.48
2017,March,4,21,5.08
2017,March,4,22,5.03
2017,March,4,23,5.3
2017,March,5,0,5.22
2017,March,5,1,5.05
2017,March,5,2,4.96
2017,March,5,3,4.78
2017,March,5,4,4.75
2017,March,5,5,4.49
2017,March,5,6,3.16
2017,March,5,7,3.56
2017,March,5,8,6.32
2017,March,5,9,6.64
2017,March,5,10,8.58
2017,March,5,11,7.59
2017,March,5,12,7.56
2017,March,5,13,7.61
2017,March,5,14,7.7
2017,March,5,15,7.26
2017,March,5,16,7.47
2017,March,5,17,6.52
2017,March,5,18,6.25
2017,March,5,19,5.59
2017,March,5,20,4.87
2017,March,5,21,5.28
2017,March,5,22,5.14
2017,March,5,23,4.75
2017,March,6,0,5.18
2017,March,6,1,5.21
2017,March,6,2,4.15
2017,March,6,3,4.74
2017,March,6,4,4.31
2017,March,6,5,3.89
2017,March,6,6,2.1
2017,March,6,7,2.81
2017,March,6,8,7.27
2017,March,6,9,11.99
2017,March,6,10,12.5
2017,March,6,11,11
2017,March,6,12,12.4
2017,March,6,13,15.63
2017,March,6,14,14.02
2017,March,6,15,12.39
2017,March,6,16,9.13
2017,March,6,17,6.55
2017,March,6,18,5.19
2017,March,6,19,3.59
2017,March,6,20,3.11
2017,March,6,21,5.27
2017,March,6,22,5.62
2017,March,6,23,5.19
2017,March,7,0,5.03
2017,March,7,1,4.46
2017,March,7,2,3.7
2017,March,7,3,4.81
2017,March,7,4,4.85
2017,March,7,5,3.94
2017,March,7,6,3.44
2017,March,7,7,3.47
2017,March,7,8,8.21
2017,March,7,9,8.35
2017,March,7,10,10.92
2017,March,7,11,10.67
2017,March,7,12,11.75
2017,March,7,13,12.43
2017,March,7,14,10.77
2017,March,7,15,9.99
2017,March,7,16,8.65
2017,March,7,17,7.29
2017,March,7,18,7.01
2017,March,7,19,7.02
2017,March,7,20,6.83
2017,March,7,21,6.4
2017,March,7,22,5.65
2017,March,7,23,5.85
2017,March,8,0,6.37
2017,March,8,1,6.8
2017,March,8,2,7.34
2017,March,8,3,8.35
2017,March,8,4,7.86
2017,March,8,5,7.12
2017,March,8,6,6.38
2017,March,8,7,6.34
2017,March,8,8,8.06
2017,March,8,9,9.39
2017,March,8,10,9.86
2017,March,8,11,12.17
2017,March,8,12,12.1
2017,March,8,13,13.16
2017,March,8,14,16.15
2017,March,8,15,13.7
2017,March,8,16,11
2017,March,8,17,9.2
2017,March,8,18,7.12
2017,March,8,19,6.29
2017,March,8,20,6.88
2017,March,8,21,5.85
2017,March,8,22,5.2
2017,March,8,23,5.14
2017,March,9,0,5.78
2017,March,9,1,6.25
2017,March,9,2,7.16
2017,March,9,3,7.45
2017,March,9,4,7.54
2017,March,9,5,7.66
2017,March,9,6,7.07
2017,March,9,7,7.06
2017,March,9,8,7.82
2017,March,9,9,8.73
2017,March,9,10,12.2
2017,March,9,11,15.18
2017,March,9,12,15.99
2017,March,9,13,16
2017,March,9,14,14.94
2017,March,9,15,13.35
2017,March,9,16,10.51
2017,March,9,17,7.87
2017,March,9,18,6.22
2017,March,9,19,5.45
2017,March,9,20,5.29
2017,March,9,21,5.06
2017,March,9,22,4.65
2017,March,9,23,4.18
2017,March,10,0,4.48
2017,March,10,1,5.09
2017,March,10,2,5.37
2017,March,10,3,5.57
2017,March,10,4,6.74
2017,March,10,5,7.4
2017,March,10,6,7.06
2017,March,10,7,6.34
2017,March,10,8,7.04
2017,March,10,9,7.84
2017,March,10,10,10.23
2017,March,10,11,11.47
2017,March,10,12,12.43
2017,March,10,13,10.88
2017,March,10,14,11.15
2017,March,10,15,10.88
2017,March,10,16,10.52
2017,March,10,17,9.8
2017,March,10,18,8.26
2017,March,10,19,9.23
2017,March,10,20,9.44
2017,March,10,21,9.73
2017,March,10,22,9.69
2017,March,10,23,9.68
2017,March,11,0,9.19
2017,March,11,1,9.04
2017,March,11,2,8.67
2017,March,11,3,8.17
2017,March,11,4,8.18
2017,March,11,5,7.9
2017,March,11,6,8.37
2017,March,11,7,8.68
2017,March,11,8,8.87
2017,March,11,9,9.44
2017,March,11,10,10.17
2017,March,11,11,10.91
2017,March,11,12,11.17
2017,March,11,13,11.13
2017,March,11,14,10.82
2017,March,11,15,10.57
2017,March,11,16,10.89
2017,March,11,17,10.58
2017,March,11,18,10.04
2017,March,11,19,10.01
2017,March,11,20,10.09
2017,March,11,21,10.03
2017,March,11,22,9.52
2017,March,11,23,9.41
2017,March,12,0,9.4
2017,March,12,1,9.37
2017,March,12,2,9.45
2017,March,12,3,9.21
2017,March,12,4,8.92
2017,March,12,5,8.59
2017,March,12,6,8.35
2017,March,12,7,8.2
2017,March,12,8,8.92
2017,March,12,9,10.86
2017,March,12,10,12.39
2017,March,12,11,12.91
2017,March,12,12,11.36
2017,March,12,13,11.14
2017,March,12,14,9.73
2017,March,12,15,8.89
2017,March,12,16,9.24
2017,March,12,17,9.08
2017,March,12,18,7.16
2017,March,12,19,6.31
2017,March,12,20,5.55
2017,March,12,21,4.87
2017,March,12,22,4.51
2017,March,12,23,3.52
2017,March,13,0,2.71
2017,March,13,1,2.17
2017,March,13,2,1.95
2017,March,13,3,2.15
2017,March,13,4,2.34
2017,March,13,5,2.67
2017,March,13,6,4.47
2017,March,13,7,5.95
2017,March,13,8,6.49
2017,March,13,9,7.21
2017,March,13,10,8.51
2017,March,13,11,10.69
2017,March,13,12,12.76
2017,March,13,13,15.21
2017,March,13,14,13.57
2017,March,13,15,12.31
2017,March,13,16,11.12
2017,March,13,17,9.86
2017,March,13,18,8.84
2017,March,13,19,8.57
2017,March,13,20,8.08
2017,March,13,21,7.83
2017,March,13,22,8.26
2017,March,13,23,8.76
2017,March,14,0,8.84
2017,March,14,1,8.92
2017,March,14,2,9.12
2017,March,14,3,9.18
2017,March,14,4,9.42
2017,March,14,5,9.42
2017,March,14,6,9.52
2017,March,14,7,9.72
2017,March,14,8,9.94
2017,March,14,9,10.46
2017,March,14,10,11.64
2017,March,14,11,14.85
2017,March,14,12,15.81
2017,March,14,13,17.24
2017,March,14,14,16.95
2017,March,14,15,14.65
2017,March,14,16,12.44
2017,March,14,17,10.87
2017,March,14,18,9.23
2017,March,14,19,8.52
2017,March,14,20,8.44
2017,March,14,21,7.4
2017,March,14,22,7.28
2017,March,14,23,7.1
2017,March,15,0,6.52
2017,March,15,1,5.57
2017,March,15,2,5.44
2017,March,15,3,4.04
2017,March,15,4,3.43
2017,March,15,5,2.98
2017,March,15,6,2.83
2017,March,15,7,4.5
2017,March,15,8,6.98
2017,March,15,9,10.13
2017,March,15,10,13.26
2017,March,15,11,15.57
2017,March,15,12,19.08
2017,March,15,13,16.84
2017,March,15,14,16.53
2017,March,15,15,16.08
2017,March,15,16,13.67
2017,March,15,17,11.73
2017,March,15,18,7.83
2017,March,15,19,6.49
2017,March,15,20,5.9
2017,March,15,21,4.64
2017,March,15,22,5.29
2017,March,15,23,6.86
2017,March,16,0,7.31
2017,March,16,1,7.33
2017,March,16,2,7.27
2017,March,16,3,7.48
2017,March,16,4,7.47
2017,March,16,5,7.36
2017,March,16,6,7.19
2017,March,16,7,7.12
2017,March,16,8,7.43
2017,March,16,9,8.01
2017,March,16,10,8.75
2017,March,16,11,8.85
2017,March,16,12,12.72
2017,March,16,13,15.12
2017,March,16,14,11.31
2017,March,16,15,11.45
2017,March,16,16,8.03
2017,March,16,17,6.55
2017,March,16,18,6.85
2017,March,16,19,5.49
2017,March,16,20,4.57
2017,March,16,21,4.41
2017,March,16,22,4.48
2017,March,16,23,4.37
2017,March,17,0,4.65
2017,March,17,1,5.02
2017,March,17,2,5
2017,March,17,3,4.98
2017,March,17,4,5.58
2017,March,17,5,4.86
2017,March,17,6,4.98
2017,March,17,7,5.45
2017,March,17,8,6.01
2017,March,17,9,6.45
2017,March,17,10,6.92
2017,March,17,11,7.27
2017,March,17,12,7.69
2017,March,17,13,7.26
2017,March,17,14,6.84
2017,March,17,15,6.93
2017,March,17,16,7.09
2017,March,17,17,7.34
2017,March,17,18,7.74
2017,March,17,19,8.13
2017,March,17,20,8.46
2017,March,17,21,8.76
2017,March,17,22,8.81
2017,March,17,23,8.86
2017,March,18,0,8.79
2017,March,18,1,8.75
2017,March,18,2,8.69
2017,March,18,3,8.61
2017,March,18,4,8.64
2017,March,18,5,8.62
2017,March,18,6,8.61
2017,March,18,7,8.75
2017,March,18,8,9.07
2017,March,18,9,9.73
2017,March,18,10,10.16
2017,March,18,11,9.42
2017,March,18,12,9.55
2017,March,18,13,10.13
2017,March,18,14,9.97
2017,March,18,15,9.11
2017,March,18,16,9.72
2017,March,18,17,9.05
2017,March,18,18,8.9
2017,March,18,19,9.29
2017,March,18,20,9.3
2017,March,18,21,9.28
2017,March,18,22,9.52
2017,March,18,23,9.72
2017,March,19,0,9.58
2017,March,19,1,9.36
2017,March,19,2,9.18
2017,March,19,3,8.97
2017,March,19,4,8.94
2017,March,19,5,8.84
2017,March,19,6,8.8
2017,March,19,7,8.96
2017,March,19,8,9.37
2017,March,19,9,9.93
2017,March,19,10,9.95
2017,March,19,11,10.43
2017,March,19,12,10.83
2017,March,19,13,11.62
2017,March,19,14,10.6
2017,March,19,15,10.17
2017,March,19,16,11.13
2017,March,19,17,10.26
2017,March,19,18,8.86
2017,March,19,19,8.58
2017,March,19,20,8.36
2017,March,19,21,8.24
2017,March,19,22,8.57
2017,March,19,23,8.62
2017,March,20,0,8.88
2017,March,20,1,8.78
2017,March,20,2,8.71
2017,March,20,3,8.87
2017,March,20,4,8.73
2017,March,20,5,8.66
2017,March,20,6,8.39
2017,March,20,7,8.45
2017,March,20,8,8.26
2017,March,20,9,8.22
2017,March,20,10,9.01
2017,March,20,11,8.79
2017,March,20,12,10.32
2017,March,20,13,11.58
2017,March,20,14,12.62
2017,March,20,15,12.46
2017,March,20,16,10.29
2017,March,20,17,8
2017,March,20,18,6.26
2017,March,20,19,5.66
2017,March,20,20,4.9
2017,March,20,21,4.46
2017,March,20,22,4.68
2017,March,20,23,3.8
2017,March,21,0,3.94
2017,March,21,1,4.04
2017,March,21,2,3.81
2017,March,21,3,3.6
2017,March,21,4,3.44
2017,March,21,5,3.71
2017,March,21,6,3.85
2017,March,21,7,4.11
2017,March,21,8,5.31
2017,March,21,9,7.1
2017,March,21,10,7.59
2017,March,21,11,9.81
2017,March,21,12,8.82
2017,March,21,13,12.17
2017,March,21,14,11.68
2017,March,21,15,10.55
2017,March,21,16,8.83
2017,March,21,17,5.25
2017,March,21,18,2.89
2017,March,21,19,2.89
2017,March,21,20,2.31
2017,March,21,21,2.03
2017,March,21,22,2.37
2017,March,21,23,3
2017,March,22,0,3.11
2017,March,22,1,2.44
2017,March,22,2,1.68
2017,March,22,3,1.99
2017,March,22,4,2.19
2017,March,22,5,2.56
2017,March,22,6,3.01
2017,March,22,7,3.51
2017,March,22,8,4.11
2017,March,22,9,4.22
2017,March,22,10,4.41
2017,March,22,11,4.97
2017,March,22,12,5.49
2017,March,22,13,6.68
2017,March,22,14,5.77
2017,March,22,15,6.45
2017,March,22,16,5.27
2017,March,22,17,4.12
2017,March,22,18,3.75
2017,March,22,19,3.88
2017,March,22,20,3.98
2017,March,22,21,3.85
2017,March,22,22,4.05
2017,March,22,23,4.17
2017,March,23,0,4.54
2017,March,23,1,4.66
2017,March,23,2,4.04
2017,March,23,3,2.7
2017,March,23,4,3.46
2017,March,23,5,2.4
2017,March,23,6,3.65
2017,March,23,7,5.57
2017,March,23,8,8.25
2017,March,23,9,10.46
2017,March,23,10,13.17
2017,March,23,11,15.09
2017,March,23,12,16.61
2017,March,23,13,16.25
2017,March,23,14,15.27
2017,March,23,15,12.78
2017,March,23,16,10.61
2017,March,23,17,9.05
2017,March,23,18,6.75
2017,March,23,19,5.15
2017,March,23,20,4.23
2017,March,23,21,3.56
2017,March,23,22,3.01
2017,March,23,23,3.22
2017,March,24,0,3.13
2017,March,24,1,2.45
2017,March,24,2,1.81
2017,March,24,3,1.81
2017,March,24,4,2.62
2017,March,24,5,2.78
2017,March,24,6,2.91
2017,March,24,7,6.2
2017,March,24,8,8.42
2017,March,24,9,15.29
2017,March,24,10,16.42
2017,March,24,11,17.98
2017,March,24,12,20.06
2017,March,24,13,20.22
2017,March,24,14,19.3
2017,March,24,15,17.44
2017,March,24,16,14.17
2017,March,24,17,12.4
2017,March,24,18,8.23
2017,March,24,19,6.58
2017,March,24,20,6.16
2017,March,24,21,5.03
2017,March,24,22,4.46
2017,March,24,23,1.6
2017,March,25,0,1.1
2017,March,25,1,0.52
2017,March,25,2,-0.63
2017,March,25,3,-0.84
2017,March,25,4,-0.82
2017,March,25,5,-1.08
2017,March,25,6,-0.62
2017,March,25,7,3.72
2017,March,25,8,12.64
2017,March,25,9,17.35
2017,March,25,10,17.97
2017,March,25,11,22
2017,March,25,12,22.95
2017,March,25,13,22.11
2017,March,25,14,21.54
2017,March,25,15,20.16
2017,March,25,16,16.62
2017,March,25,17,14.02
2017,March,25,18,8.32
2017,March,25,19,6.14
2017,March,25,20,6.87
2017,March,25,21,5.69
2017,March,25,22,5.17
2017,March,25,23,3.92
2017,March,26,0,3.2
2017,March,26,1,3.19
2017,March,26,2,2.8
2017,March,26,3,1.89
2017,March,26,4,2.08
2017,March,26,5,2.26
2017,March,26,6,2.1
2017,March,26,7,6.06
2017,March,26,8,11.17
2017,March,26,9,18.96
2017,March,26,10,17.43
2017,March,26,11,20.9
2017,March,26,12,22.18
2017,March,26,13,20.63
2017,March,26,14,19.72
2017,March,26,15,17.16
2017,March,26,16,14.66
2017,March,26,17,12.19
2017,March,26,18,9.83
2017,March,26,19,8.61
2017,March,26,20,7.68
2017,March,26,21,6.95
2017,March,26,22,6.24
2017,March,26,23,5.71
2017,March,27,0,5.47
2017,March,27,1,5.42
2017,March,27,2,4.91
2017,March,27,3,4.44
2017,March,27,4,4.42
2017,March,27,5,2.97
2017,March,27,6,3.22
2017,March,27,7,7.44
2017,March,27,8,11.73
2017,March,27,9,14.27
2017,March,27,10,13.19
2017,March,27,11,16.02
2017,March,27,12,17.37
2017,March,27,13,18.96
2017,March,27,14,17.98
2017,March,27,15,16.24
2017,March,27,16,13.28
2017,March,27,17,10.49
2017,March,27,18,8.23
2017,March,27,19,7.27
2017,March,27,20,6.65
2017,March,27,21,6.42
2017,March,27,22,5.93
2017,March,27,23,5.7
2017,March,28,0,5.28
2017,March,28,1,5.25
2017,March,28,2,4.59
2017,March,28,3,4.62
2017,March,28,4,3.35
2017,March,28,5,2.7
2017,March,28,6,2.98
2017,March,28,7,6.9
2017,March,28,8,11.54
2017,March,28,9,17.27
2017,March,28,10,18.65
2017,March,28,11,19.58
2017,March,28,12,18.43
2017,March,28,13,16.19
2017,March,28,14,11.99
2017,March,28,15,12.98
2017,March,28,16,13.25
2017,March,28,17,11.07
2017,March,28,18,9.31
2017,March,28,19,9.12
2017,March,28,20,8.99
2017,March,28,21,9.22
2017,March,28,22,8.87
2017,March,28,23,9.06
2017,March,29,0,8.96
2017,March,29,1,8.78
2017,March,29,2,8.63
2017,March,29,3,8.64
2017,March,29,4,8.86
2017,March,29,5,9.12
2017,March,29,6,9.42
2017,March,29,7,9.89
2017,March,29,8,10.49
2017,March,29,9,11.56
2017,March,29,10,12.03
2017,March,29,11,11.93
2017,March,29,12,12.14
2017,March,29,13,12.52
2017,March,29,14,12.64
2017,March,29,15,12.43
2017,March,29,16,12.3
2017,March,29,17,12.45
2017,March,29,18,12.18
2017,March,29,19,11.9
2017,March,29,20,11.83
2017,March,29,21,11.79
2017,March,29,22,11.74
2017,March,29,23,11.64
2017,March,30,0,11.54
2017,March,30,1,11.43
2017,March,30,2,11.41
2017,March,30,3,11.53
2017,March,30,4,11.55
2017,March,30,5,11.35
2017,March,30,6,11.29
2017,March,30,7,11.54
2017,March,30,8,11.88
2017,March,30,9,13.19
2017,March,30,10,14.56
2017,March,30,11,13.86
2017,March,30,12,13.52
2017,March,30,13,13.67
2017,March,30,14,13.08
2017,March,30,15,13.03
2017,March,30,16,13.26
2017,March,30,17,12.9
2017,March,30,18,12.32
2017,March,30,19,12.3
2017,March,30,20,12.8
2017,March,30,21,11.44
2017,March,30,22,10.61
2017,March,30,23,10.63
2017,March,31,0,11.15
2017,March,31,1,11.67
2017,March,31,2,11.21
2017,March,31,3,11.43
2017,March,31,4,11.87
2017,March,31,5,11.6
2017,March,31,6,11.69
2017,March,31,7,11.72
2017,March,31,8,11.89
2017,March,31,9,16.29
2017,March,31,10,13.69
2017,March,31,11,15.17
2017,March,31,12,15.73
2017,March,31,13,18.84
2017,March,31,14,19.25
2017,March,31,15,16.13
2017,March,31,16,14.89
2017,March,31,17,13.34
2017,March,31,18,12.01
2017,March,31,19,10.61
2017,March,31,20,10.43
2017,March,31,21,10.41
2017,March,31,22,10.19
2017,March,31,23,9.52
2017,April,1,0,9.53
2017,April,1,1,9.77
2017,April,1,2,9.73
2017,April,1,3,9.55
2017,April,1,4,9.21
2017,April,1,5,8.78
2017,April,1,6,9.42
2017,April,1,7,10.03
2017,April,1,8,11.29
2017,April,1,9,11.44
2017,April,1,10,11.32
2017,April,1,11,14.99
2017,April,1,12,15.72
2017,April,1,13,16.01
2017,April,1,14,17.23
2017,April,1,15,14.91
2017,April,1,16,12.88
2017,April,1,17,11.32
2017,April,1,18,10.34
2017,April,1,19,9.46
2017,April,1,20,8.45
2017,April,1,21,7.8
2017,April,1,22,7.76
2017,April,1,23,7.31
2017,April,2,0,7
2017,April,2,1,6.92
2017,April,2,2,6.7
2017,April,2,3,5.36
2017,April,2,4,3.61
2017,April,2,5,2.94
2017,April,2,6,2.95
2017,April,2,7,9.92
2017,April,2,8,13.37
2017,April,2,9,16.46
2017,April,2,10,17.34
2017,April,2,11,21.89
2017,April,2,12,20.46
2017,April,2,13,20.45
2017,April,2,14,19.71
2017,April,2,15,18.51
2017,April,2,16,15.12
2017,April,2,17,12.45
2017,April,2,18,7.86
2017,April,2,19,4.55
2017,April,2,20,4.07
2017,April,2,21,4.09
2017,April,2,22,3.72
2017,April,2,23,3.46
2017,April,3,0,4.43
2017,April,3,1,5.27
2017,April,3,2,5.51
2017,April,3,3,5.3
2017,April,3,4,5.25
2017,April,3,5,5.41
2017,April,3,6,6.08
2017,April,3,7,9.15
2017,April,3,8,12.22
2017,April,3,9,14.62
2017,April,3,10,16.17
2017,April,3,11,17.8
2017,April,3,12,19.38
2017,April,3,13,17.01
2017,April,3,14,16.77
2017,April,3,15,15.76
2017,April,3,16,13.96
2017,April,3,17,12.16
2017,April,3,18,10.76
2017,April,3,19,9.1
2017,April,3,20,9.33
2017,April,3,21,9.95
2017,April,3,22,9.63
2017,April,3,23,10.08
2017,April,4,0,10.1
2017,April,4,1,9.52
2017,April,4,2,9.07
2017,April,4,3,9.24
2017,April,4,4,9.38
2017,April,4,5,8.99
2017,April,4,6,9.04
2017,April,4,7,9.34
2017,April,4,8,9.81
2017,April,4,9,10.64
2017,April,4,10,12.09
2017,April,4,11,19.27
2017,April,4,12,17.55
2017,April,4,13,17.49
2017,April,4,14,17.14
2017,April,4,15,15.16
2017,April,4,16,12.97
2017,April,4,17,11.19
2017,April,4,18,9.65
2017,April,4,19,8.27
2017,April,4,20,7.41
2017,April,4,21,7.39
2017,April,4,22,7.18
2017,April,4,23,6.82
2017,April,5,0,6.86
2017,April,5,1,7.54
2017,April,5,2,7.87
2017,April,5,3,7.48
2017,April,5,4,7.38
2017,April,5,5,7.3
2017,April,5,6,7.94
2017,April,5,7,8.79
2017,April,5,8,10.57
2017,April,5,9,10.5
2017,April,5,10,12.92
2017,April,5,11,16.72
2017,April,5,12,17.04
2017,April,5,13,15.4
2017,April,5,14,14.37
2017,April,5,15,13.79
2017,April,5,16,12.71
2017,April,5,17,11.17
2017,April,5,18,9.38
2017,April,5,19,8.14
2017,April,5,20,7.91
2017,April,5,21,6.97
2017,April,5,22,4.55
2017,April,5,23,3.26
2017,April,6,0,2.89
2017,April,6,1,2.31
2017,April,6,2,2.12
2017,April,6,3,2
2017,April,6,4,1.73
2017,April,6,5,1.32
2017,April,6,6,3.07
2017,April,6,7,9.66
2017,April,6,8,9.87
2017,April,6,9,10.32
2017,April,6,10,10.47
2017,April,6,11,11.05
2017,April,6,12,11.92
2017,April,6,13,11.58
2017,April,6,14,12.54
2017,April,6,15,11.38
2017,April,6,16,10.41
2017,April,6,17,9.42
2017,April,6,18,8.78
2017,April,6,19,8.45
2017,April,6,20,8.37
2017,April,6,21,8.34
2017,April,6,22,8.32
2017,April,6,23,8.31
2017,April,7,0,8.32
2017,April,7,1,8.22
2017,April,7,2,8.12
2017,April,7,3,8
2017,April,7,4,7.84
2017,April,7,5,7.84
2017,April,7,6,7.98
2017,April,7,7,8.38
2017,April,7,8,9.09
2017,April,7,9,10.05
2017,April,7,10,11.25
2017,April,7,11,12.7
2017,April,7,12,13.96
2017,April,7,13,12.99
2017,April,7,14,12.56
2017,April,7,15,13.4
2017,April,7,16,12.82
2017,April,7,17,11.1
2017,April,7,18,8.84
2017,April,7,19,4.66
2017,April,7,20,2.39
2017,April,7,21,2.22
2017,April,7,22,1.96
2017,April,7,23,1.64
2017,April,8,0,1.82
2017,April,8,1,0.99
2017,April,8,2,1.36
2017,April,8,3,1.16
2017,April,8,4,0.9
2017,April,8,5,1.17
2017,April,8,6,2.41
2017,April,8,7,9.12
2017,April,8,8,14.37
2017,April,8,9,19.14
2017,April,8,10,20.72
2017,April,8,11,24.34
2017,April,8,12,26.16
2017,April,8,13,26.27
2017,April,8,14,23.48
2017,April,8,15,23.06
2017,April,8,16,20.43
2017,April,8,17,16.75
2017,April,8,18,13.39
2017,April,8,19,10.55
2017,April,8,20,11.09
2017,April,8,21,10.41
2017,April,8,22,10.76
2017,April,8,23,11.89
2017,April,9,0,10.94
2017,April,9,1,9.95
2017,April,9,2,9.62
2017,April,9,3,9.16
2017,April,9,4,8.68
2017,April,9,5,8.24
2017,April,9,6,9.98
2017,April,9,7,14.45
2017,April,9,8,17.63
2017,April,9,9,20.28
2017,April,9,10,21.52
2017,April,9,11,22.1
2017,April,9,12,17.94
2017,April,9,13,16.47
2017,April,9,14,16.08
2017,April,9,15,13.92
2017,April,9,16,12.62
2017,April,9,17,12.08
2017,April,9,18,10.7
2017,April,9,19,10.22
2017,April,9,20,9.35
2017,April,9,21,8.19
2017,April,9,22,7.15
2017,April,9,23,6.57
2017,April,10,0,6.21
2017,April,10,1,7.1
2017,April,10,2,7.23
2017,April,10,3,7.22
2017,April,10,4,6.4
2017,April,10,5,6.72
2017,April,10,6,7.92
2017,April,10,7,7.5
2017,April,10,8,8.02
2017,April,10,9,9.73
2017,April,10,10,9.74
2017,April,10,11,12.27
2017,April,10,12,15.71
2017,April,10,13,18.78
2017,April,10,14,16.41
2017,April,10,15,15.26
2017,April,10,16,13.14
2017,April,10,17,11
2017,April,10,18,9.21
2017,April,10,19,8.07
2017,April,10,20,7.96
2017,April,10,21,7.46
2017,April,10,22,6.9
2017,April,10,23,6.81
2017,April,11,0,6.32
2017,April,11,1,5.72
2017,April,11,2,5.61
2017,April,11,3,6.56
2017,April,11,4,6.35
2017,April,11,5,6.81
2017,April,11,6,7.81
2017,April,11,7,9.39
2017,April,11,8,10.65
2017,April,11,9,13.94
2017,April,11,10,15.93
2017,April,11,11,14.51
2017,April,11,12,14.65
2017,April,11,13,13.26
2017,April,11,14,15.72
2017,April,11,15,12.34
2017,April,11,16,11.05
2017,April,11,17,10.67
2017,April,11,18,9.85
2017,April,11,19,9.41
2017,April,11,20,8.78
2017,April,11,21,8.79
2017,April,11,22,8.83
2017,April,11,23,8.59
2017,April,12,0,8.4
2017,April,12,1,8.5
2017,April,12,2,8.43
2017,April,12,3,8.37
2017,April,12,4,8.42
2017,April,12,5,8.46
2017,April,12,6,8.66
2017,April,12,7,8.43
2017,April,12,8,8.35
2017,April,12,9,8.9
2017,April,12,10,9.73
2017,April,12,11,9.84
2017,April,12,12,11
2017,April,12,13,14.99
2017,April,12,14,15.61
2017,April,12,15,14.91
2017,April,12,16,12.79
2017,April,12,17,10.81
2017,April,12,18,9.06
2017,April,12,19,7.54
2017,April,12,20,6.98
2017,April,12,21,6.68
2017,April,12,22,6.51
2017,April,12,23,6.28
2017,April,13,0,6.7
2017,April,13,1,6.42
2017,April,13,2,6.59
2017,April,13,3,6.39
2017,April,13,4,5.79
2017,April,13,5,6.21
2017,April,13,6,6.38
2017,April,13,7,6.49
2017,April,13,8,8.05
2017,April,13,9,9.6
2017,April,13,10,10.28
2017,April,13,11,10.5
2017,April,13,12,15.95
2017,April,13,13,11.98
2017,April,13,14,13.73
2017,April,13,15,11.32
2017,April,13,16,10.56
2017,April,13,17,9.32
2017,April,13,18,8.72
2017,April,13,19,8.36
2017,April,13,20,8.2
2017,April,13,21,8.13
2017,April,13,22,8.14
