Year,Month,Day,Hour,temp
2017,May,3,11,15.09
2017,May,3,12,15.5
2017,May,3,13,15.48
2017,May,3,14,15.08
2017,May,3,15,14.52
2017,May,3,16,14
2017,May,3,17,13.21
2017,May,3,18,11.75
2017,May,3,19,10.17
2017,May,3,20,9.01
2017,May,3,21,8.11
2017,May,3,22,7.9
2017,May,3,23,8.12
2017,May,4,0,7.9
2017,May,4,1,7.28
2017,May,4,2,7.65
2017,May,4,3,7.29
2017,May,4,4,6.96
2017,May,4,5,6.87
2017,May,4,6,8.36
2017,May,4,7,11.24
2017,May,4,8,13.32
2017,May,4,9,14.05
2017,May,4,10,14.98
2017,May,4,11,15.23
2017,May,4,12,15.84
2017,May,4,13,15.85
2017,May,4,14,15.58
2017,May,4,15,14.78
2017,May,4,16,13.71
2017,May,4,17,12.22
2017,May,4,18,10.85
2017,May,4,19,9.02
2017,May,4,20,7.53
2017,May,4,21,7.02
2017,May,4,22,6.61
2017,May,4,23,6.1
2017,May,5,0,5.68
2017,May,5,1,4.77
2017,May,5,2,4.37
2017,May,5,3,4.48
2017,May,5,4,5.18
2017,May,5,5,5.56
2017,May,5,6,7.13
2017,May,5,7,8.92
2017,May,5,8,10.94
2017,May,5,9,12.31
2017,May,5,10,13.27
2017,May,5,11,14.08
2017,May,5,12,14.81
2017,May,5,13,15.27
2017,May,5,14,15.57
2017,May,5,15,15.13
2017,May,5,16,14.6
2017,May,5,17,13.52
2017,May,5,18,12.22
2017,May,5,19,10.24
2017,May,5,20,7.93
2017,May,5,21,7.63
2017,May,5,22,7.2
2017,May,5,23,6.66
2017,May,6,0,6.28
2017,May,6,1,5.19
2017,May,6,2,5.58
2017,May,6,3,5.14
2017,May,6,4,5.36
2017,May,6,5,6.21
2017,May,6,6,7.66
2017,May,6,7,9.49
2017,May,6,8,10.48
2017,May,6,9,11.74
2017,May,6,10,11.96
2017,May,6,11,11.73
2017,May,6,12,13.1
2017,May,6,13,12.14
2017,May,6,14,12.15
2017,May,6,15,12.81
2017,May,6,16,12.39
2017,May,6,17,11.27
2017,May,6,18,10.86
2017,May,6,19,10.63
2017,May,6,20,10.1
2017,May,6,21,8.13
2017,May,6,22,6.97
2017,May,6,23,6.17
2017,May,7,0,5.3
2017,May,7,1,5.13
2017,May,7,2,5.06
2017,May,7,3,5.87
2017,May,7,4,7.44
2017,May,7,5,7.68
2017,May,7,6,8.2
2017,May,7,7,9.99
2017,May,7,8,11.25
2017,May,7,9,12.6
2017,May,7,10,13.76
2017,May,7,11,14.82
2017,May,7,12,15.86
2017,May,7,13,16.6
2017,May,7,14,16.7
2017,May,7,15,16.15
2017,May,7,16,14.6
2017,May,7,17,13.48
2017,May,7,18,12.53
2017,May,7,19,11.16
2017,May,7,20,8.96
2017,May,7,21,6.88
2017,May,7,22,5.79
2017,May,7,23,4.9
2017,May,8,0,4.62
2017,May,8,1,4
2017,May,8,2,3.71
2017,May,8,3,3.08
2017,May,8,4,3.12
2017,May,8,5,4.13
2017,May,8,6,6.14
2017,May,8,7,7.58
2017,May,8,8,8.78
2017,May,8,9,10.14
2017,May,8,10,10.98
2017,May,8,11,11.78
2017,May,8,12,12.36
2017,May,8,13,13.15
2017,May,8,14,13.4
2017,May,8,15,13.56
2017,May,8,16,12.98
2017,May,8,17,11.93
2017,May,8,18,10.49
2017,May,8,19,8.44
2017,May,8,20,6.11
2017,May,8,21,5.05
2017,May,8,22,4.66
2017,May,8,23,4.6
2017,May,9,0,3.87
2017,May,9,1,3.76
2017,May,9,2,2.64
2017,May,9,3,2.17
2017,May,9,4,2.14
2017,May,9,5,3.17
2017,May,9,6,5.32
2017,May,9,7,6.72
2017,May,9,8,6.97
2017,May,9,9,7.89
2017,May,9,10,9.57
2017,May,9,11,10.03
2017,May,9,12,9.86
2017,May,9,13,11
2017,May,9,14,10.46
2017,May,9,15,10.6
2017,May,9,16,10.66
2017,May,9,17,10.45
2017,May,9,18,10.41
2017,May,9,19,9.7
2017,May,9,20,7.46
2017,May,9,21,6.53
2017,May,9,22,5.83
2017,May,9,23,5.45
2017,May,10,0,4.68
2017,May,10,1,4.26
2017,May,10,2,4.71
2017,May,10,3,4.19
2017,May,10,4,4.34
2017,May,10,5,4.8
2017,May,10,6,6.64
2017,May,10,7,8.5
2017,May,10,8,10.09
2017,May,10,9,10.93
2017,May,10,10,12.32
2017,May,10,11,13.05
2017,May,10,12,13.47
2017,May,10,13,13.87
2017,May,10,14,13.97
2017,May,10,15,14.09
2017,May,10,16,14.07
2017,May,10,17,14.14
2017,May,10,18,14.08
2017,May,10,19,12.97
2017,May,10,20,10.1
2017,May,10,21,9.01
2017,May,10,22,8.4
2017,May,10,23,9.12
2017,May,11,0,8.25
2017,May,11,1,7.88
2017,May,11,2,7.86
2017,May,11,3,8.08
2017,May,11,4,7.72
2017,May,11,5,8.19
2017,May,11,6,10.28
2017,May,11,7,12.04
2017,May,11,8,13.1
2017,May,11,9,14.29
2017,May,11,10,15.73
2017,May,11,11,16.82
2017,May,11,12,17.85
2017,May,11,13,18.44
2017,May,11,14,18.76
2017,May,11,15,18.83
2017,May,11,16,18
2017,May,11,17,16.93
2017,May,11,18,15.35
2017,May,11,19,13.89
2017,May,11,20,12.4
2017,May,11,21,11.27
2017,May,11,22,10.96
2017,May,11,23,10.94
2017,May,12,0,10.68
2017,May,12,1,10.74
2017,May,12,2,11.06
2017,May,12,3,10.94
2017,May,12,4,11.26
2017,May,12,5,11.26
2017,May,12,6,12.39
2017,May,12,7,14.25
2017,May,12,8,15.78
2017,May,12,9,16.01
2017,May,12,10,14.44
2017,May,12,11,12.47
2017,May,12,12,12.17
2017,May,12,13,12.03
2017,May,12,14,12.14
2017,May,12,15,12.25
2017,May,12,16,12.67
2017,May,12,17,12.91
2017,May,12,18,13.04
2017,May,12,19,12.43
2017,May,12,20,12.5
2017,May,12,21,12.46
2017,May,12,22,12.45
2017,May,12,23,11.93
2017,May,13,0,11.95
2017,May,13,1,12.06
2017,May,13,2,11.65
2017,May,13,3,11.63
2017,May,13,4,11.44
2017,May,13,5,11.38
2017,May,13,6,10.43
2017,May,13,7,10.06
2017,May,13,8,10.29
2017,May,13,9,10.84
2017,May,13,10,11.69
2017,May,13,11,12.16
2017,May,13,12,13.28
2017,May,13,13,14.25
2017,May,13,14,14.83
2017,May,13,15,15.05
2017,May,13,16,15.14
2017,May,13,17,14.86
2017,May,13,18,14.27
2017,May,13,19,13.04
2017,May,13,20,12.83
2017,May,13,21,12.87
2017,May,13,22,13.3
2017,May,13,23,11.93
2017,May,14,0,11.2
2017,May,14,1,11.18
2017,May,14,2,10.76
2017,May,14,3,10.23
2017,May,14,4,10.01
2017,May,14,5,9.94
2017,May,14,6,10.35
2017,May,14,7,10.75
2017,May,14,8,11.17
2017,May,14,9,11.6
2017,May,14,10,11.9
2017,May,14,11,12.92
2017,May,14,12,13.45
2017,May,14,13,13.6
2017,May,14,14,13.53
2017,May,14,15,13.8
2017,May,14,16,14.14
2017,May,14,17,14.05
2017,May,14,18,13.23
2017,May,14,19,12.11
2017,May,14,20,10.71
2017,May,14,21,9.65
2017,May,14,22,9.74
2017,May,14,23,9.47
2017,May,15,0,9.19
2017,May,15,1,10.32
2017,May,15,2,10.52
2017,May,15,3,10.76
2017,May,15,4,10.96
2017,May,15,5,9.99
2017,May,15,6,9.71
2017,May,15,7,10.02
2017,May,15,8,10.42
2017,May,15,9,11.16
2017,May,15,10,12.33
2017,May,15,11,13.19
2017,May,15,12,14.05
2017,May,15,13,14.43
2017,May,15,14,14.63
2017,May,15,15,14.74
2017,May,15,16,14.83
2017,May,15,17,15.12
2017,May,15,18,15.22
2017,May,15,19,15.11
2017,May,15,20,14.91
2017,May,15,21,14.79
2017,May,15,22,14.6
2017,May,15,23,14.5
2017,May,16,0,14.57
2017,May,16,1,14.48
2017,May,16,2,14.41
2017,May,16,3,14.49
2017,May,16,4,14.67
2017,May,16,5,14.78
2017,May,16,6,14.87
2017,May,16,7,14.76
2017,May,16,8,14.28
2017,May,16,9,14.34
2017,May,16,10,15.1
2017,May,16,11,15.98
2017,May,16,12,16.29
2017,May,16,13,14.98
2017,May,16,14,15.33
2017,May,16,15,15.59
2017,May,16,16,15.68
2017,May,16,17,15.4
2017,May,16,18,14.81
2017,May,16,19,13.61
2017,May,16,20,12.73
2017,May,16,21,11.88
2017,May,16,22,11.05
2017,May,16,23,10.44
2017,May,17,0,10.24
2017,May,17,1,10.23
2017,May,17,2,10.39
2017,May,17,3,10.14
2017,May,17,4,9.92
2017,May,17,5,10.41
2017,May,17,6,11.36
2017,May,17,7,12.1
2017,May,17,8,12.67
2017,May,17,9,12.55
2017,May,17,10,12.53
2017,May,17,11,12.14
2017,May,17,12,11.49
2017,May,17,13,11.09
2017,May,17,14,11.14
2017,May,17,15,11.18
2017,May,17,16,11.26
2017,May,17,17,11.58
2017,May,17,18,11.71
2017,May,17,19,11.28
2017,May,17,20,9.76
2017,May,17,21,8.67
2017,May,17,22,7.82
2017,May,17,23,7.26
2017,May,18,0,8.15
2017,May,18,1,8.96
2017,May,18,2,9.04
2017,May,18,3,8.91
2017,May,18,4,8.56
2017,May,18,5,8.46
2017,May,18,6,9.42
2017,May,18,7,10.77
2017,May,18,8,11.42
2017,May,18,9,11.7
2017,May,18,10,12.16
2017,May,18,11,12.59
2017,May,18,12,13.04
2017,May,18,13,13.21
2017,May,18,14,13.26
2017,May,18,15,12.94
2017,May,18,16,12.78
2017,May,18,17,12.18
2017,May,18,18,11.67
2017,May,18,19,11.14
2017,May,18,20,10.67
2017,May,18,21,9.78
2017,May,18,22,9.39
2017,May,18,23,8.68
2017,May,19,0,8.28
2017,May,19,1,8.05
2017,May,19,2,7.62
2017,May,19,3,7.58
2017,May,19,4,7.48
2017,May,19,5,7.64
2017,May,19,6,8.75
2017,May,19,7,9.96
2017,May,19,8,10.85
2017,May,19,9,11.24
2017,May,19,10,11.42
2017,May,19,11,12.03
2017,May,19,12,12.41
2017,May,19,13,12.82
2017,May,19,14,12.63
2017,May,19,15,12.06
2017,May,19,16,11.74
2017,May,19,17,11.46
2017,May,19,18,11.17
2017,May,19,19,10.74
2017,May,19,20,10.17
2017,May,19,21,9.69
2017,May,19,22,8.96
2017,May,19,23,8.62
2017,May,20,0,8.46
2017,May,20,1,8.22
2017,May,20,2,7.74
2017,May,20,3,7.66
2017,May,20,4,7.75
2017,May,20,5,8.16
2017,May,20,6,8.81
2017,May,20,7,9.54
2017,May,20,8,10.96
2017,May,20,9,12.41
2017,May,20,10,11.56
2017,May,20,11,10.55
2017,May,20,12,10.75
2017,May,20,13,10.88
2017,May,20,14,11.26
2017,May,20,15,12.06
2017,May,20,16,12.45
2017,May,20,17,12.43
2017,May,20,18,11.82
2017,May,20,19,11.31
2017,May,20,20,10.86
2017,May,20,21,10.2
2017,May,20,22,9.28
2017,May,20,23,9.33
2017,May,21,0,9.34
2017,May,21,1,9.49
2017,May,21,2,9.17
2017,May,21,3,8.97
2017,May,21,4,8.92
2017,May,21,5,9.14
2017,May,21,6,10.11
2017,May,21,7,10.44
2017,May,21,8,10.98
2017,May,21,9,11.04
2017,May,21,10,12.36
2017,May,21,11,13.94
2017,May,21,12,14.34
2017,May,21,13,14.63
2017,May,21,14,15.33
2017,May,21,15,15.61
2017,May,21,16,15.49
2017,May,21,17,15.52
2017,May,21,18,15.61
2017,May,21,19,14.64
2017,May,21,20,12.72
2017,May,21,21,11.99
2017,May,21,22,12
2017,May,21,23,12.06
2017,May,22,0,12.01
2017,May,22,1,12.13
2017,May,22,2,12.34
2017,May,22,3,12.12
2017,May,22,4,12.52
2017,May,22,5,12.55
2017,May,22,6,14.23
2017,May,22,7,15.5
2017,May,22,8,16.32
2017,May,22,9,16.83
2017,May,22,10,17.03
2017,May,22,11,18.16
2017,May,22,12,18.37
2017,May,22,13,19.36
2017,May,22,14,20.22
2017,May,22,15,19.42
2017,May,22,16,15.49
2017,May,22,17,14.74
2017,May,22,18,13.96
2017,May,22,19,13.92
2017,May,22,20,12.71
2017,May,22,21,12.45
2017,May,22,22,12.35
2017,May,22,23,12.21
2017,May,23,0,12.02
2017,May,23,1,11.67
2017,May,23,2,11.11
2017,May,23,3,11.08
2017,May,23,4,11.3
2017,May,23,5,11.65
2017,May,23,6,12.31
2017,May,23,7,12.92
2017,May,23,8,13.32
2017,May,23,9,14.22
2017,May,23,10,14.4
2017,May,23,11,14.92
2017,May,23,12,15.13
2017,May,23,13,15.33
2017,May,23,14,15.58
2017,May,23,15,15.46
2017,May,23,16,15.57
2017,May,23,17,15.43
2017,May,23,18,15.15
2017,May,23,19,14.69
2017,May,23,20,14.3
2017,May,23,21,14.2
2017,May,23,22,14.11
2017,May,23,23,13.98
2017,May,24,0,13.64
2017,May,24,1,13.27
2017,May,24,2,13.03
2017,May,24,3,12.96
2017,May,24,4,13.04
2017,May,24,5,13.34
2017,May,24,6,13.43
2017,May,24,7,13.82
2017,May,24,8,13.84
2017,May,24,9,13.64
2017,May,24,10,14.89
2017,May,24,11,15.54
2017,May,24,12,15.38
2017,May,24,13,15.51
2017,May,24,14,15.72
2017,May,24,15,15.93
2017,May,24,16,15.6
2017,May,24,17,15.4
2017,May,24,18,14.6
2017,May,24,19,14.4
2017,May,24,20,13.91
2017,May,24,21,13.56
2017,May,24,22,13.28
2017,May,24,23,13.31
2017,May,25,0,13.24
2017,May,25,1,12.77
2017,May,25,2,12.35
2017,May,25,3,11.19
2017,May,25,4,10.34
2017,May,25,5,10.58
2017,May,25,6,11.62
2017,May,25,7,13.55
2017,May,25,8,17.1
2017,May,25,9,19.96
2017,May,25,10,21.78
2017,May,25,11,23.07
2017,May,25,12,24.03
2017,May,25,13,24.49
2017,May,25,14,24.53
2017,May,25,15,24.69
2017,May,25,16,24.65
2017,May,25,17,24.88
2017,May,25,18,25.05
2017,May,25,19,23.92
2017,May,25,20,21.18
2017,May,25,21,18.83
2017,May,25,22,18.53
2017,May,25,23,18.67
2017,May,26,0,18.2
2017,May,26,1,18.01
2017,May,26,2,18.46
2017,May,26,3,16.81
2017,May,26,4,16.5
2017,May,26,5,17.74
2017,May,26,6,18.8
2017,May,26,7,19.8
2017,May,26,8,21.05
2017,May,26,9,22.04
2017,May,26,10,23.03
2017,May,26,11,23.7
2017,May,26,12,24.73
2017,May,26,13,25.25
2017,May,26,14,25.51
2017,May,26,15,25.53
2017,May,26,16,25.2
2017,May,26,17,24.8
2017,May,26,18,24.16
2017,May,26,19,22.36
2017,May,26,20,20.58
2017,May,26,21,19.28
2017,May,26,22,18.06
2017,May,26,23,17.53
2017,May,27,0,17.36
2017,May,27,1,17.44
2017,May,27,2,17.33
2017,May,27,3,16.49
2017,May,27,4,15.8
2017,May,27,5,17.11
2017,May,27,6,17.32
2017,May,27,7,19.05
2017,May,27,8,19.93
2017,May,27,9,20.2
2017,May,27,10,21.21
2017,May,27,11,23.8
2017,May,27,12,23.78
2017,May,27,13,22.09
2017,May,27,14,20.59
2017,May,27,15,19.06
2017,May,27,16,17.66
2017,May,27,17,15.55
2017,May,27,18,15.48
2017,May,27,19,14.55
2017,May,27,20,14.13
2017,May,27,21,13.43
2017,May,27,22,12.82
2017,May,27,23,12.75
2017,May,28,0,12.9
2017,May,28,1,12.66
2017,May,28,2,12.52
2017,May,28,3,12.24
2017,May,28,4,12.11
2017,May,28,5,12.14
2017,May,28,6,12.27
2017,May,28,7,12.19
2017,May,28,8,12.37
2017,May,28,9,12.56
2017,May,28,10,12.49
2017,May,28,11,12.81
2017,May,28,12,13.84
2017,May,28,13,13.87
2017,May,28,14,13.8
2017,May,28,15,13.84
2017,May,28,16,13.72
2017,May,28,17,13.86
2017,May,28,18,14.18
2017,May,28,19,13.41
2017,May,28,20,12.53
2017,May,28,21,12.06
2017,May,28,22,12.24
2017,May,28,23,13.72
2017,May,29,0,14.43
2017,May,29,1,13.97
2017,May,29,2,13.77
2017,May,29,3,13.26
2017,May,29,4,12.91
2017,May,29,5,13.38
2017,May,29,6,13.43
2017,May,29,7,13.11
2017,May,29,8,12.28
2017,May,29,9,12.22
2017,May,29,10,12.06
2017,May,29,11,12.36
2017,May,29,12,13.12
2017,May,29,13,13.66
2017,May,29,14,14.27
2017,May,29,15,14.15
2017,May,29,16,13.76
2017,May,29,17,13.89
2017,May,29,18,13.86
2017,May,29,19,14.07
2017,May,29,20,13.47
2017,May,29,21,13.37
2017,May,29,22,13.2
2017,May,29,23,13.43
2017,May,30,0,13.15
2017,May,30,1,12.67
2017,May,30,2,12.49
2017,May,30,3,12.52
2017,May,30,4,12.51
2017,May,30,5,12.57
2017,May,30,6,12.8
2017,May,30,7,13.17
2017,May,30,8,13.8
2017,May,30,9,13.83
2017,May,30,10,14.61
2017,May,30,11,14.92
2017,May,30,12,14.34
2017,May,30,13,14.64
2017,May,30,14,14.52
2017,May,30,15,13.7
2017,May,30,16,12.91
2017,May,30,17,13.03
2017,May,30,18,12.95
2017,May,30,19,13.37
2017,May,30,20,11.99
2017,May,30,21,10.81
2017,May,30,22,10.09
2017,May,30,23,9.87
2017,May,31,0,9.35
2017,May,31,1,8.74
2017,May,31,2,8.22
2017,May,31,3,8.11
2017,May,31,4,8.57
2017,May,31,5,8.56
2017,May,31,6,10.63
2017,May,31,7,12.28
2017,May,31,8,13.27
2017,May,31,9,14.19
2017,May,31,10,15.13
2017,May,31,11,15.75
2017,May,31,12,17.22
2017,May,31,13,18.07
2017,May,31,14,18.79
2017,May,31,15,19.44
2017,May,31,16,19.75
2017,May,31,17,19.18
2017,May,31,18,17.57
2017,May,31,19,16.12
2017,May,31,20,15.62
2017,May,31,21,15.22
2017,May,31,22,14.53
2017,May,31,23,14.31
