Year,Month,Day,Hour,Device_ID,Module_Key,INS
2016,December,10,2,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,19.386
2016,December,10,3,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,19.269
2016,December,10,4,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,19.224
2016,December,10,5,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,19.107
2016,December,10,6,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,19.059
2016,December,10,7,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,19.08
2016,December,10,8,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,19.088
2016,December,10,9,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,19.648
2016,December,10,10,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,19.679
2016,December,10,11,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,19.794
2016,December,10,12,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,19.844
2016,December,10,13,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,19.901
2016,December,10,14,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,20.302
2016,December,10,15,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,20.795
2016,December,10,16,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,21.228
2016,December,10,17,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,21.725
2016,December,10,18,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,21.42
2016,December,10,19,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,21.177
2016,December,10,20,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,21.426
2016,December,10,21,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,21.49
2016,December,10,22,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,21.845
2016,December,10,23,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,22.033
2016,December,11,0,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,22.037
2016,December,11,1,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,21.935
2016,December,11,2,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,21.556
2016,December,11,3,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,20.859
2016,December,11,4,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,20.566
2016,December,11,5,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,20.204
2016,December,11,6,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,20.246
2016,December,11,7,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,20.599
2016,December,11,8,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,20.599
2016,December,11,9,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,19.817
2016,December,11,10,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,19.358
2016,December,11,11,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.958
2016,December,11,12,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.939
2016,December,11,13,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.84
2016,December,11,14,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.74
2016,December,11,15,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.538
2016,December,11,16,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.603
2016,December,11,17,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.49
2016,December,11,18,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.559
2016,December,11,19,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.604
2016,December,11,20,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.562
2016,December,11,21,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.627
2016,December,11,22,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.642
2016,December,11,23,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.665
2016,December,12,0,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.374
2016,December,12,1,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.095
2016,December,12,2,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,17.888
2016,December,12,3,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,17.719
2016,December,12,4,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,17.563
2016,December,12,5,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,17.429
2016,December,12,6,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,17.682
2016,December,12,7,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,17.831
2016,December,12,8,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.333
2016,December,12,9,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,19.164
2016,December,12,10,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,20.432
2016,December,12,11,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,21.032
2016,December,12,12,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,20.186
2016,December,12,13,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,19.618
2016,December,12,14,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,19.314
2016,December,12,15,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,19.22
2016,December,12,16,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,19.234
2016,December,12,17,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,21.013
2016,December,12,18,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,20.741
2016,December,12,19,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,20.042
2016,December,12,20,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,19.621
2016,December,12,21,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,19.448
2016,December,12,22,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,19.282
2016,December,12,23,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,19.133
2016,December,13,0,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.998
2016,December,13,1,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.909
2016,December,13,2,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.808
2016,December,13,3,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.721
2016,December,13,4,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.657
2016,December,13,5,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.598
2016,December,13,6,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.687
2016,December,13,7,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,19.026
2016,December,13,8,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,19.308
2016,December,13,9,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,20.032
2016,December,13,10,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,20.784
2016,December,13,11,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,21.457
2016,December,13,12,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,21.509
2016,December,13,13,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,21.292
2016,December,13,14,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,21.121
2016,December,13,15,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,21.247
2016,December,13,16,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,21.394
2016,December,13,17,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,21.8
2016,December,13,18,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,21.336
2016,December,13,19,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,21.941
2016,December,13,20,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,22.535
2016,December,13,21,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,22.473
2016,December,13,22,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,22.012
2016,December,13,23,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,21.638
2016,December,14,0,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,20.996
2016,December,14,1,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,20.561
2016,December,14,2,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,20.289
2016,December,14,3,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,20.071
2016,December,14,4,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,19.914
2016,December,14,5,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,19.759
2016,December,14,6,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,19.978
2016,December,14,7,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,20.58
2016,December,14,8,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,21.19
2016,December,14,9,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,21.49
2016,December,14,10,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,21.775
2016,December,14,11,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,22.058
2016,December,14,12,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,22.287
2016,December,14,13,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,22.459
2016,December,14,14,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,22.437
2016,December,14,15,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,22.237
2016,December,14,16,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,22.173
2016,December,14,17,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,21.837
2016,December,14,18,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,21.762
2016,December,14,19,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,21.918
2016,December,14,20,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,21.966
2016,December,14,21,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,22.004
2016,December,14,22,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,22.036
2016,December,14,23,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,21.769
2016,December,15,0,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,21.019
2016,December,15,1,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,20.469
2016,December,15,2,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,20.076
2016,December,15,3,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,19.847
2016,December,15,4,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,19.774
2016,December,15,5,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,19.724
2016,December,15,6,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,20.226
2016,December,15,7,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,20.833
2016,December,15,8,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,20.964
2016,December,15,9,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,21.019
2016,December,15,10,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,21.282
2016,December,15,11,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,21.913
2016,December,15,12,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,21.13
2016,December,15,13,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,21.824
2016,December,15,14,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,21.403
2016,December,15,15,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,21.31
2016,December,15,16,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,21.193
2016,December,15,17,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,20.798
2016,December,19,10,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.773
2016,December,19,11,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.854
2016,December,19,12,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.977
2016,December,19,13,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.899
2016,December,19,14,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.916
2016,December,19,15,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.846
2016,December,19,16,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.894
2016,December,19,17,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.659
2016,December,19,18,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.584
2016,December,19,19,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.438
2016,December,19,20,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.635
2016,December,19,21,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.665
2016,December,19,22,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.731
2016,December,19,23,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.67
2016,December,20,0,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.482
2016,December,20,1,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.321
2016,December,20,2,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.188
2016,December,20,3,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.096
2016,December,20,4,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.028
2016,December,20,5,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,17.959
2016,December,20,6,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.162
2016,December,20,7,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.244
2016,December,20,8,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.285
2016,December,20,9,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.762
2016,December,20,10,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,19.736
2016,December,20,11,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,20.518
2016,December,20,12,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,19.96
2016,December,20,13,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,19.355
2016,December,20,14,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,19.144
2016,December,20,15,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,19.069
2016,December,20,16,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.773
2016,December,20,17,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.713
2016,December,20,18,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.692
2016,December,20,19,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.61
2016,December,20,20,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.5
2016,December,20,21,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.554
2016,December,20,22,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.454
2016,December,20,23,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.25
2016,December,21,0,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.104
2016,December,21,1,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,17.996
2016,December,21,2,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,17.905
2016,December,21,3,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,17.86
2016,December,21,4,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,17.806
2016,December,21,5,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,17.76
2016,December,21,6,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18
2016,December,21,7,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.053
2016,December,21,8,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.273
2016,December,21,9,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12,18.336
