Year,Month,Day,Hour,elec_consumption
2017,February,22,19,77
2017,February,22,20,69
2017,February,22,21,62
2017,February,22,22,55
2017,February,22,23,47
2017,February,23,0,29
2017,February,23,1,29
2017,February,23,2,26
2017,February,23,3,28
2017,February,23,4,26
2017,February,23,5,29
2017,February,23,6,39
2017,February,23,7,58
2017,February,23,8,59
2017,February,23,9,76
2017,February,23,10,93
2017,February,23,11,96
2017,February,23,12,102
2017,February,23,13,104
2017,February,23,14,101
2017,February,23,15,98
2017,February,23,16,100
2017,February,23,17,98
2017,February,23,18,89
2017,February,23,19,78
2017,February,23,20,66
2017,February,23,21,54
2017,February,23,22,49
2017,February,23,23,44
2017,February,24,0,29
2017,February,24,1,28
2017,February,24,2,27
2017,February,24,3,28
2017,February,24,4,27
2017,February,24,5,30
2017,February,24,6,37
2017,February,24,7,61
2017,February,24,8,59
2017,February,24,9,71
2017,February,24,10,81
2017,February,24,11,91
2017,February,24,12,91
2017,February,24,13,96
2017,February,24,14,92
2017,February,24,15,92
2017,February,24,16,92
2017,February,24,17,90
2017,February,24,18,80
2017,February,24,19,66
2017,February,24,20,61
2017,February,24,21,56
2017,February,24,22,56
2017,February,24,23,48
2017,February,25,0,33
2017,February,25,1,29
2017,February,25,2,28
2017,February,25,3,28
2017,February,25,4,27
2017,February,25,5,26
2017,February,25,6,35
2017,February,25,7,53
2017,February,25,8,52
2017,February,25,9,50
2017,February,25,10,57
2017,February,25,11,57
2017,February,25,12,59
2017,February,25,13,64
2017,February,25,14,67
2017,February,25,15,66
2017,February,25,16,62
2017,February,25,17,58
2017,February,25,18,53
2017,February,25,19,37
2017,February,25,20,33
2017,February,25,21,32
2017,February,25,22,35
2017,February,25,23,36
2017,February,26,0,30
2017,February,26,1,30
2017,February,26,2,28
2017,February,26,3,29
2017,February,26,4,29
2017,February,26,5,27
2017,February,26,6,33
2017,March,1,0,28
2017,March,1,1,29
2017,March,1,2,27
2017,March,1,3,26
2017,March,1,4,26
2017,March,1,5,29
2017,March,1,6,34
2017,March,1,7,48
2017,March,1,8,54
2017,March,1,9,73
2017,March,1,10,81
2017,March,1,11,91
2017,March,1,12,90
2017,March,1,13,92
2017,March,1,14,88
2017,March,1,15,84
2017,March,1,16,84
2017,March,1,17,75
2017,March,1,18,76
2017,March,1,19,69
2017,March,1,20,68
2017,March,1,21,52
2017,March,1,22,46
2017,March,1,23,41
2017,March,2,0,31
2017,March,2,1,28
2017,March,2,2,28
2017,March,2,3,32
2017,March,2,4,28
2017,March,2,5,28
2017,March,2,6,39
2017,March,2,7,52
2017,March,2,8,54
2017,March,2,9,65
2017,March,2,10,79
2017,March,2,11,84
2017,March,2,12,86
2017,March,2,13,89
2017,March,2,14,91
2017,March,2,15,90
2017,March,2,16,92
2017,March,2,17,87
2017,March,2,18,78
2017,March,2,19,67
2017,March,2,20,69
2017,March,2,21,55
2017,March,2,22,50
2017,March,2,23,40
2017,March,3,0,31
2017,March,3,1,30
2017,March,3,2,29
2017,March,3,3,30
2017,March,3,4,29
2017,March,3,5,30
2017,March,3,6,37
2017,March,5,7,35
2017,March,5,8,35
2017,March,5,9,37
2017,March,5,10,48
2017,March,5,11,44
2017,March,5,12,50
2017,March,5,13,54
2017,March,5,14,50
2017,March,5,15,51
2017,March,5,16,51
2017,March,5,17,56
2017,March,5,18,54
2017,March,5,19,50
2017,March,5,20,48
2017,March,5,21,52
2017,March,5,22,47
2017,March,5,23,43
2017,March,6,0,31
2017,March,6,1,29
2017,March,6,2,27
2017,March,6,3,28
2017,March,6,4,28
2017,March,6,5,27
2017,March,6,6,33
2017,March,6,7,48
2017,March,6,8,57
2017,March,6,9,77
2017,March,6,10,84
2017,March,6,11,86
2017,March,6,12,93
2017,March,6,13,92
2017,March,6,14,94
2017,March,6,15,91
2017,March,6,16,89
2017,March,6,17,89
2017,March,6,18,86
2017,March,6,19,74
2017,March,6,20,64
2017,March,6,21,59
2017,March,6,22,50
2017,March,6,23,40
2017,March,7,0,31
2017,March,7,1,29
2017,March,7,2,30
2017,March,7,3,28
2017,March,7,4,29
2017,March,7,5,28
2017,March,7,6,36
2017,March,7,7,47
2017,March,7,8,53
2017,March,7,9,69
2017,March,7,10,83
2017,March,7,11,88
2017,March,7,12,93
2017,March,7,13,92
2017,March,7,14,94
2017,March,7,15,98
2017,March,7,16,98
2017,March,7,17,93
2017,March,7,18,93
2017,March,7,19,85
2017,March,7,20,72
2017,March,7,21,61
2017,March,7,22,55
2017,March,7,23,43
2017,March,8,0,32
2017,March,8,1,32
2017,March,8,2,30
2017,March,8,3,31
2017,March,8,4,32
2017,March,8,5,29
2017,March,8,6,37
2017,March,8,7,49
2017,March,8,8,55
2017,March,8,9,73
2017,March,8,10,87
2017,March,8,11,87
2017,March,8,12,88
2017,March,8,13,97
2017,March,8,14,93
2017,March,8,15,88
2017,March,8,16,87
2017,March,8,17,80
2017,March,8,18,80
2017,March,8,19,74
2017,March,8,20,67
2017,March,8,21,58
2017,March,8,22,50
2017,March,8,23,42
2017,March,9,0,33
2017,March,9,1,30
2017,March,9,2,29
2017,March,9,3,30
2017,March,9,4,30
2017,March,9,5,31
2017,March,9,6,38
2017,March,11,7,44
2017,March,11,8,45
2017,March,11,9,50
2017,March,11,10,53
2017,March,11,11,53
2017,March,11,12,56
2017,March,11,13,60
2017,March,11,14,64
2017,March,11,15,58
2017,March,11,16,58
2017,March,11,17,54
2017,March,11,18,52
2017,March,11,19,53
2017,March,11,20,50
2017,March,11,21,46
2017,March,11,22,47
2017,March,11,23,41
2017,March,12,0,32
2017,March,12,1,28
2017,March,12,2,28
2017,March,12,3,28
2017,March,12,4,28
2017,March,12,5,29
2017,March,12,6,29
2017,March,12,7,34
2017,March,12,8,36
2017,March,12,9,36
2017,March,12,10,38
2017,March,12,11,44
2017,March,12,12,47
2017,March,12,13,45
2017,March,12,14,45
2017,March,12,15,47
2017,March,12,16,46
2017,March,12,17,46
2017,March,12,18,41
2017,March,12,19,45
2017,March,12,20,46
2017,March,12,21,44
2017,March,12,22,40
2017,March,12,23,41
2017,March,13,0,33
2017,March,13,1,32
2017,March,13,2,28
2017,March,13,3,28
2017,March,13,4,28
2017,March,13,5,30
2017,March,13,6,35
2017,March,13,7,47
2017,March,13,8,56
2017,March,13,9,67
2017,March,13,10,81
2017,March,13,11,94
2017,March,13,12,92
2017,March,13,13,88
2017,March,13,14,95
2017,March,13,15,97
2017,March,13,16,93
2017,March,13,17,93
2017,March,13,18,91
2017,March,13,19,76
2017,March,13,20,69
2017,March,13,21,58
2017,March,13,22,52
2017,March,13,23,42
2017,March,14,0,34
2017,March,14,1,31
2017,March,14,2,28
2017,March,14,3,29
2017,March,14,4,29
2017,March,14,5,28
2017,March,14,6,35
2017,March,14,7,49
2017,March,14,8,58
2017,March,14,9,73
2017,March,14,10,89
2017,March,14,11,93
2017,March,14,12,91
2017,March,14,13,91
2017,March,14,14,91
2017,March,14,15,88
2017,March,14,16,91
2017,March,14,17,91
2017,March,14,18,87
2017,March,14,19,85
2017,March,14,20,68
2017,March,14,21,59
2017,March,14,22,54
2017,March,14,23,45
2017,March,15,0,32
2017,March,15,1,29
2017,March,15,2,29
2017,March,15,3,30
2017,March,15,4,29
2017,March,15,5,30
2017,March,15,6,40
2017,March,15,7,52
2017,March,15,8,57
2017,March,15,9,73
2017,March,15,10,83
2017,March,15,11,87
2017,March,15,12,89
2017,March,15,13,90
2017,March,15,14,94
2017,March,15,15,89
2017,March,15,16,89
2017,March,15,17,85
2017,March,15,18,77
2017,March,15,19,75
2017,March,15,20,68
2017,March,15,21,60
2017,March,15,22,49
2017,March,15,23,43
2017,March,16,0,34
2017,March,16,1,32
2017,March,16,2,30
2017,March,16,3,31
2017,March,16,4,30
2017,March,16,5,30
2017,March,16,6,38
2017,March,16,7,50
2017,March,16,8,56
2017,March,16,9,70
2017,March,16,10,88
2017,March,16,11,91
2017,March,16,12,94
2017,March,16,13,96
2017,March,16,14,96
2017,March,16,15,95
2017,March,16,16,87
2017,March,16,17,88
2017,March,16,18,80
2017,March,16,19,78
2017,March,16,20,70
2017,March,16,21,59
2017,March,16,22,53
2017,March,16,23,40
2017,March,17,0,33
2017,March,17,1,31
2017,March,17,2,30
2017,March,17,3,29
2017,March,17,4,30
2017,March,17,5,29
2017,March,17,6,37
2017,March,17,7,50
2017,March,17,8,51
2017,March,17,9,73
2017,March,17,10,82
2017,March,17,11,90
2017,March,17,12,93
2017,March,17,13,97
2017,March,17,14,97
2017,March,17,15,97
2017,March,17,16,97
2017,March,17,17,95
2017,March,17,18,80
2017,March,17,19,67
2017,March,17,20,60
2017,March,17,21,55
2017,March,17,22,46
2017,March,17,23,40
2017,March,18,0,32
2017,March,18,1,30
2017,March,18,2,29
2017,March,18,3,28
2017,March,18,4,29
2017,March,18,5,29
2017,March,18,6,32
2017,March,18,7,49
2017,March,18,8,44
2017,March,18,9,46
2017,March,18,10,46
2017,March,18,11,51
2017,March,18,12,57
2017,March,18,13,65
2017,March,18,14,65
2017,March,18,15,58
2017,March,18,16,58
2017,March,18,17,62
2017,March,18,18,61
2017,March,18,19,63
2017,March,18,20,60
2017,March,18,21,58
2017,March,18,22,53
2017,March,18,23,49
2017,March,19,0,37
2017,March,19,1,33
2017,March,19,2,33
2017,March,19,3,31
2017,March,19,4,33
2017,March,19,5,32
2017,March,19,6,31
2017,March,19,7,37
2017,March,19,8,37
2017,March,19,9,38
2017,March,19,10,35
2017,March,19,11,41
2017,March,19,12,41
2017,March,19,13,38
2017,March,19,14,42
2017,March,19,15,46
2017,March,19,16,49
2017,March,19,17,50
2017,March,19,18,48
2017,March,19,19,49
2017,March,19,20,49
2017,March,19,21,45
2017,March,19,22,41
2017,March,19,23,38
2017,March,20,0,31
2017,March,20,1,29
2017,March,20,2,25
2017,March,20,3,26
2017,March,20,4,26
2017,March,20,5,29
2017,March,20,6,29
2017,March,20,7,38
2017,March,20,8,50
2017,March,20,9,72
2017,March,20,10,91
2017,March,20,11,94
2017,March,20,12,95
2017,March,20,13,94
2017,March,20,14,95
2017,March,20,15,92
2017,March,20,16,91
2017,March,20,17,87
2017,March,20,18,80
2017,March,20,19,70
2017,March,20,20,62
2017,March,20,21,53
2017,March,20,22,46
2017,March,20,23,40
2017,March,21,0,29
2017,March,21,1,28
2017,March,21,2,28
2017,March,21,3,27
2017,March,21,4,27
2017,March,21,5,28
2017,March,21,6,32
2017,March,21,7,47
2017,March,21,8,51
2017,March,21,9,64
2017,March,21,10,83
2017,March,21,11,88
2017,March,21,12,85
2017,March,21,13,92
2017,March,21,14,97
2017,March,21,15,90
2017,March,21,16,93
2017,March,21,17,91
2017,March,21,18,82
2017,March,21,19,79
2017,March,21,20,73
2017,March,21,21,59
2017,March,21,22,51
2017,March,21,23,41
2017,March,22,0,32
2017,March,22,1,29
2017,March,22,2,29
2017,March,22,3,28
2017,March,22,4,28
2017,March,22,5,30
2017,March,22,6,37
2017,March,22,7,47
2017,March,22,8,57
2017,March,22,9,72
2017,March,22,10,86
2017,March,22,11,96
2017,March,22,12,102
2017,March,22,13,100
2017,March,22,14,98
2017,March,22,15,101
2017,March,22,16,98
2017,March,22,17,87
2017,March,22,18,78
2017,March,22,19,73
2017,March,22,20,60
2017,March,22,21,53
2017,March,22,22,49
2017,March,22,23,43
2017,March,23,0,33
2017,March,23,1,32
2017,March,23,2,31
2017,March,23,3,31
2017,March,23,4,30
2017,March,23,5,32
2017,March,23,6,39
2017,March,23,7,50
2017,March,23,8,51
2017,March,23,9,69
2017,March,23,10,83
2017,March,23,11,87
2017,March,23,12,89
2017,March,23,13,90
2017,March,23,14,93
2017,March,23,15,91
2017,March,23,16,89
2017,March,23,17,83
2017,March,23,18,79
2017,March,23,19,76
2017,March,23,20,65
2017,March,23,21,57
2017,March,23,22,56
2017,March,23,23,42
2017,March,24,0,32
2017,March,24,1,30
2017,March,24,2,29
2017,March,24,3,30
2017,March,24,4,28
2017,March,24,5,30
2017,March,24,6,37
2017,March,24,7,48
2017,March,24,8,52
2017,March,24,9,63
2017,March,24,10,72
2017,March,24,11,77
2017,March,24,12,85
2017,March,24,13,87
2017,March,24,14,80
2017,March,24,15,80
2017,March,24,16,76
2017,March,24,17,70
2017,March,24,18,67
2017,March,24,19,61
2017,March,24,20,56
2017,March,24,21,50
2017,March,24,22,47
2017,March,24,23,44
2017,March,25,0,34
2017,March,25,1,34
2017,March,25,2,32
2017,March,25,3,30
2017,March,25,4,31
2017,March,25,5,31
2017,March,25,6,34
2017,April,2,16,39
2017,April,2,17,38
2017,April,2,18,40
2017,April,2,19,38
2017,April,2,20,39
2017,April,2,21,40
2017,April,2,22,38
2017,April,2,23,29
2017,April,3,0,27
2017,April,3,1,27
2017,April,3,2,26
2017,April,3,3,27
2017,April,3,4,26
2017,April,3,5,35
2017,April,3,6,47
2017,April,3,7,51
2017,April,3,8,58
2017,April,3,9,65
2017,April,3,10,63
2017,April,3,11,66
2017,April,3,12,62
2017,April,3,13,64
2017,April,3,14,62
2017,April,3,15,62
2017,April,3,16,57
2017,April,3,17,54
2017,April,3,18,45
2017,April,3,19,44
2017,April,3,20,39
2017,April,3,21,40
2017,April,3,22,40
2017,April,3,23,29
2017,April,4,0,25
2017,April,4,1,26
2017,April,4,2,25
2017,April,4,3,25
2017,April,4,4,24
2017,April,4,5,36
2017,April,4,6,45
2017,April,4,7,49
2017,April,4,8,60
2017,April,4,9,67
2017,April,4,10,66
2017,April,4,11,71
2017,April,4,12,71
2017,April,4,13,68
2017,April,4,14,67
2017,April,4,15,64
2017,April,4,16,61
2017,April,4,17,58
2017,April,4,18,47
2017,April,4,19,43
2017,April,4,20,43
2017,April,4,21,41
2017,April,4,22,38
2017,April,4,23,30
2017,April,5,0,27
2017,April,5,1,26
2017,April,5,2,27
2017,April,5,3,27
2017,April,5,4,28
2017,April,5,5,33
2017,April,25,6,45
2017,April,25,7,52
2017,April,25,8,63
2017,April,25,9,74
2017,April,25,10,79
2017,April,25,11,80
2017,April,25,12,82
2017,April,25,13,86
2017,April,25,14,84
2017,April,25,15,80
2017,April,25,16,77
2017,April,25,17,71
2017,April,25,18,73
2017,April,25,19,61
2017,April,25,20,58
2017,April,25,21,54
2017,April,25,22,40
2017,April,25,23,32
2017,April,26,0,28
2017,April,26,1,26
2017,April,26,2,26
2017,April,26,3,26
2017,April,26,4,28
2017,April,26,5,33
2017,April,26,6,45
2017,April,26,7,53
2017,April,26,8,63
2017,April,26,9,78
2017,April,26,10,77
2017,April,26,11,80
2017,April,26,12,79
2017,April,26,13,84
2017,April,26,14,83
2017,April,26,15,84
2017,April,26,16,72
2017,April,26,17,68
2017,April,26,18,62
2017,April,26,19,61
2017,April,26,20,56
2017,April,26,21,47
2017,April,26,22,37
2017,April,26,23,26
2017,April,27,0,25
2017,April,27,1,24
2017,April,27,2,25
2017,April,27,3,23
2017,April,27,4,26
2017,April,27,5,37
2017,April,27,6,47
2017,April,27,7,55
2017,April,27,8,64
2017,April,27,9,72
2017,April,27,10,74
2017,April,27,11,79
2017,April,27,12,78
2017,April,27,13,78
2017,April,27,14,78
2017,April,27,15,77
2017,April,27,16,74
2017,April,27,17,67
2017,April,27,18,58
2017,April,27,19,53
2017,April,27,20,53
2017,April,27,21,47
2017,April,27,22,38
2017,April,27,23,29
2017,April,28,0,29
2017,April,28,1,27
2017,April,28,2,27
2017,April,28,3,28
2017,April,28,4,26
2017,April,28,5,35
2017,May,1,0,24
2017,May,1,1,26
2017,May,1,2,25
2017,May,1,3,26
2017,May,1,4,25
2017,May,1,5,30
2017,May,1,6,39
2017,May,1,7,39
2017,May,1,8,42
2017,May,1,9,47
2017,May,1,10,49
2017,May,1,11,51
2017,May,1,12,52
2017,May,1,13,54
2017,May,1,14,54
2017,May,1,15,54
2017,May,1,16,52
2017,May,1,17,52
2017,May,1,18,47
2017,May,1,19,50
2017,May,1,20,48
2017,May,1,21,41
2017,May,1,22,39
2017,May,1,23,28
2017,May,2,0,25
2017,May,2,1,25
2017,May,2,2,25
2017,May,2,3,24
2017,May,2,4,27
2017,May,2,5,32
2017,May,2,6,44
2017,May,2,7,47
2017,May,2,8,63
2017,May,2,9,69
2017,May,2,10,74
2017,May,2,11,81
2017,May,2,12,82
2017,May,2,13,83
2017,May,2,14,86
2017,May,2,15,83
2017,May,2,16,80
2017,May,6,4,27
2017,May,6,5,29
2017,May,6,6,42
2017,May,6,7,47
2017,May,6,8,51
2017,May,6,9,58
2017,May,6,10,59
2017,May,6,11,61
2017,May,6,12,62
2017,May,6,13,65
2017,May,6,14,62
2017,May,6,15,58
2017,May,6,16,39
2017,May,6,17,37
2017,May,6,18,39
2017,May,6,19,33
2017,May,6,20,32
2017,May,6,21,36
2017,May,6,22,30
2017,May,6,23,30
2017,May,7,0,29
2017,May,7,1,26
2017,May,7,2,27
2017,May,7,3,24
2017,May,7,4,26
2017,May,7,5,28
2017,May,7,6,34
2017,May,7,7,36
2017,May,7,8,41
2017,May,7,9,43
2017,May,7,10,42
2017,May,7,11,46
2017,May,7,12,46
2017,May,7,13,48
2017,May,7,14,51
2017,May,7,15,48
2017,May,7,16,51
2017,May,7,17,48
2017,May,7,18,46
2017,May,7,19,43
2017,May,7,20,38
2017,May,7,21,38
2017,May,7,22,38
2017,May,7,23,28
2017,May,8,0,25
2017,May,8,1,26
2017,May,8,2,25
2017,May,8,3,26
2017,May,8,4,28
2017,May,8,5,29
2017,May,10,6,42
2017,May,10,7,49
2017,May,10,8,58
2017,May,10,9,72
2017,May,10,10,75
2017,May,10,11,75
2017,May,10,12,76
2017,May,10,13,82
2017,May,10,14,80
2017,May,10,15,75
2017,May,10,16,70
2017,May,10,17,67
2017,May,10,18,62
2017,May,10,19,59
2017,May,10,20,53
2017,May,10,21,46
2017,May,10,22,43
2017,May,10,23,28
2017,May,11,0,26
2017,May,11,1,26
2017,May,11,2,26
2017,May,11,3,26
2017,May,11,4,29
2017,May,11,5,32
2017,May,11,6,46
2017,May,11,7,49
2017,May,11,8,61
2017,May,11,9,65
2017,May,11,10,71
2017,May,11,11,76
2017,May,11,12,76
2017,May,11,13,70
2017,May,11,14,63
2017,May,11,15,66
2017,May,11,16,62
2017,May,11,17,57
2017,May,11,18,51
2017,May,11,19,50
2017,May,11,20,49
2017,May,11,21,49
2017,May,11,22,37
2017,May,11,23,31
2017,May,12,0,26
2017,May,12,1,24
2017,May,12,2,25
2017,May,12,3,24
2017,May,12,4,26
2017,May,12,5,31
2017,May,12,6,44
2017,May,12,7,48
2017,May,12,8,59
2017,May,12,9,70
2017,May,12,10,67
2017,May,12,11,77
2017,May,12,12,79
2017,May,12,13,80
2017,May,12,14,81
2017,May,12,15,75
2017,May,12,16,74
2017,May,12,17,64
2017,May,12,18,59
2017,May,12,19,60
2017,May,12,20,49
2017,May,12,21,47
2017,May,12,22,34
2017,May,12,23,26
2017,May,13,0,28
2017,May,13,1,28
2017,May,13,2,25
2017,May,13,3,26
2017,May,13,4,27
2017,May,13,5,27
2017,May,13,6,34
2017,May,13,7,36
2017,May,13,8,41
2017,May,13,9,45
2017,May,13,10,47
2017,May,13,11,50
2017,May,13,12,50
2017,May,13,13,53
2017,May,13,14,46
2017,May,13,15,45
2017,May,13,16,45
2017,May,13,17,43
2017,May,13,18,40
2017,May,13,19,42
2017,May,13,20,40
2017,May,13,21,38
2017,May,13,22,40
2017,May,13,23,27
2017,May,14,0,27
2017,May,14,1,28
2017,May,14,2,27
2017,May,14,3,26
2017,May,14,4,27
2017,May,14,5,26
2017,May,14,6,32
2017,May,14,7,34
2017,May,14,8,34
2017,May,14,9,37
2017,May,14,10,40
2017,May,14,11,48
2017,May,14,12,48
2017,May,14,13,45
2017,May,14,14,48
2017,May,14,15,49
2017,May,14,16,47
2017,May,14,17,47
2017,May,14,18,42
2017,May,14,19,39
2017,May,14,20,42
2017,May,14,21,40
2017,May,14,22,36
2017,May,14,23,26
2017,May,15,0,29
2017,May,15,1,28
2017,May,15,2,27
2017,May,15,3,25
2017,May,15,4,27
2017,May,15,5,30
2017,May,15,6,46
2017,May,15,7,53
2017,May,15,8,66
2017,May,15,9,77
2017,May,15,10,77
2017,May,15,11,79
2017,May,15,12,84
2017,May,15,13,83
2017,May,15,14,85
2017,May,15,15,81
2017,May,15,16,71
2017,May,15,17,66
2017,May,15,18,56
2017,May,15,19,52
2017,May,15,20,40
2017,May,15,21,41
2017,May,15,22,30
2017,May,15,23,27
2017,May,16,0,27
2017,May,16,1,26
2017,May,16,2,27
2017,May,16,3,25
2017,May,16,4,27
2017,May,16,5,33
2017,May,16,6,39
2017,May,16,7,42
2017,May,16,8,57
2017,May,16,9,74
2017,May,16,10,80
2017,May,16,11,80
2017,May,16,12,82
2017,May,16,13,86
2017,May,16,14,80
2017,May,16,15,81
2017,May,16,16,74
2017,May,16,17,69
2017,May,16,18,57
2017,May,16,19,52
2017,May,16,20,49
2017,May,16,21,44
2017,May,16,22,40
2017,May,16,23,29
2017,May,17,0,28
2017,May,17,1,27
2017,May,17,2,26
2017,May,17,3,27
2017,May,17,4,30
2017,May,17,5,33
2017,May,17,6,45
2017,May,17,7,46
2017,May,17,8,58
2017,May,17,9,70
2017,May,17,10,74
2017,May,17,11,71
2017,May,17,12,75
2017,May,17,13,84
2017,May,17,14,79
2017,May,17,15,76
2017,May,17,16,73
2017,May,17,17,67
2017,May,17,18,67
2017,May,17,19,56
2017,May,17,20,52
2017,May,17,21,49
2017,May,17,22,39
2017,May,17,23,33
2017,May,18,0,27
2017,May,18,1,29
2017,May,18,2,27
2017,May,18,3,25
2017,May,18,4,28
2017,May,18,5,32
2017,May,18,6,43
2017,May,18,7,48
2017,May,18,8,60
2017,May,18,9,70
2017,May,18,10,75
2017,May,18,11,75
2017,May,18,12,73
2017,May,18,13,77
2017,May,18,14,74
2017,May,18,15,75
2017,May,18,16,71
2017,May,18,17,68
2017,May,18,18,60
2017,May,18,19,52
2017,May,18,20,49
2017,May,18,21,44
2017,May,18,22,39
2017,May,18,23,28
2017,May,19,0,26
2017,May,19,1,27
2017,May,19,2,26
2017,May,19,3,26
2017,May,19,4,27
2017,May,19,5,31
2017,May,19,6,45
2017,May,19,7,50
2017,May,19,8,56
2017,May,19,9,65
2017,May,19,10,71
2017,May,19,11,74
2017,May,19,12,75
2017,May,19,13,74
2017,May,19,14,73
2017,May,19,15,69
2017,May,19,16,66
2017,May,19,17,59
2017,May,19,18,58
2017,May,19,19,50
2017,May,19,20,43
2017,May,19,21,42
2017,May,19,22,36
2017,May,19,23,27
2017,May,20,0,29
2017,May,20,1,25
2017,May,20,2,27
2017,May,20,3,25
2017,May,20,4,25
2017,May,20,5,26
2017,May,20,6,34
2017,May,20,7,36
2017,May,20,8,40
2017,May,20,9,41
2017,May,20,10,41
2017,May,20,11,49
2017,May,20,12,42
2017,May,20,13,46
2017,May,20,14,44
2017,May,20,15,45
2017,May,20,16,42
2017,May,20,17,41
2017,May,20,18,37
2017,May,20,19,39
2017,May,20,20,41
2017,May,20,21,42
2017,May,20,22,40
2017,May,20,23,27
2017,May,21,0,29
2017,May,21,1,27
2017,May,21,2,25
2017,May,21,3,26
2017,May,21,4,24
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
2017,May,21,5,26
