,ts,elec_consumption,heat_consumption,OAT,air_temp,concrete_temp,temp,is_weekend,is_term_day,INS
1743,5/12/2017 18:00,59,0,11.8,13.17,14.21,13.04,0,1,23.133
1744,5/12/2017 19:00,60,0,11.9,12.65,12.26,12.43,0,1,23.703
1745,5/12/2017 20:00,49,0,11.95,12.72,12.12,12.5,0,1,23.789
1746,5/12/2017 21:00,47,0,11.65,12.7,11.83,12.46,0,1,23.696
1747,5/12/2017 22:00,34,0,11.37,12.65,11.74,12.45,0,1,23.585
1748,5/12/2017 23:00,26,0,11.21,12.16,11.49,11.93,0,1,23.558
1749,5/13/2017 0:00,28,0,11.05,12.19,11.39,11.95,1,1,23.34
1750,5/13/2017 1:00,28,0,10.86,12.3,11.45,12.06,1,1,22.67
1751,5/13/2017 2:00,25,0,10.89,11.86,11.29,11.65,1,1,22.104
1752,5/13/2017 3:00,26,0,10.94,11.83,11.5,11.63,1,1,21.67
1753,5/13/2017 4:00,27,0,10.91,11.64,11.4,11.44,1,1,21.404
1754,5/13/2017 5:00,27,0,10.83,11.59,11.37,11.38,1,1,21.31
1755,5/13/2017 6:00,34,0,10.8,10.54,10.46,10.43,1,1,21.289
1756,5/13/2017 7:00,36,0,10.7,10.23,10.23,10.06,1,1,21.712
1757,5/13/2017 8:00,41,0,10.04,10.48,10.43,10.29,1,1,22.384
1758,5/13/2017 9:00,45,0,9.6,11.05,11.6,10.84,1,1,22.662
1759,5/13/2017 10:00,47,0,9.69,11.89,13.7,11.69,1,1,22.854
1760,5/13/2017 11:00,50,0,9.87,12.34,15.88,12.16,1,1,22.409
1761,5/13/2017 12:00,50,0,10.45,13.5,18.84,13.28,1,1,21.181
1762,5/13/2017 13:00,53,0,11.03,14.47,20.04,14.25,1,1,22.147
1763,5/13/2017 14:00,46,0,11.64,15.02,20.7,14.83,1,1,22.861
1764,5/13/2017 15:00,45,0,12.44,15.28,20.15,15.05,1,1,23.049
1765,5/13/2017 16:00,45,0,12.98,15.29,19.23,15.14,1,1,23.118
1766,5/13/2017 17:00,43,0,13.21,15.03,17.53,14.86,1,1,23.258
1767,5/13/2017 18:00,40,0,13.33,14.46,15.62,14.27,1,1,23.357
1768,5/13/2017 19:00,42,0,13.34,13.18,13.12,13.04,1,1,23.488
1769,5/13/2017 20:00,40,0,13.38,13.1,12.27,12.83,1,1,23.47
1770,5/13/2017 21:00,38,0,12.98,13.17,12.26,12.87,1,1,23.353
1771,5/13/2017 22:00,40,0,12.34,13.57,12.77,13.3,1,1,23.017
1772,5/13/2017 23:00,27,0,11.89,12.06,10.34,11.93,1,1,23.29
1773,5/14/2017 0:00,27,0,11.79,11.38,10.36,11.2,1,1,23.181
1774,5/14/2017 1:00,28,0,11.46,11.38,10.63,11.18,1,1,22.58
1775,5/14/2017 2:00,27,0,10.99,10.92,10.61,10.76,1,1,22.167
1776,5/14/2017 3:00,26,0,10.84,10.36,10.35,10.23,1,1,21.846
1777,5/14/2017 4:00,27,0,10.62,10.17,10.22,10.01,1,1,21.33
1778,5/14/2017 5:00,26,0,10.25,10.09,10.44,9.94,1,1,21.022
1779,5/14/2017 6:00,32,0,10.23,10.53,11.14,10.35,1,1,20.841
1780,5/14/2017 7:00,34,0,10.25,10.92,12.61,10.75,1,1,21.33
1781,5/14/2017 8:00,34,0,10.29,11.33,13.85,11.17,1,1,22.233
1782,5/14/2017 9:00,37,0,10.38,11.69,15.9,11.6,1,1,22.672
1783,5/14/2017 10:00,40,0,10.18,12,17.87,11.9,1,1,22.885
1784,5/14/2017 11:00,48,0,10.41,12.98,23.47,12.92,1,1,23
1785,5/14/2017 12:00,48,0,10.75,13.5,24.92,13.45,1,1,23.251
1786,5/14/2017 13:00,45,0,11.35,13.67,24.7,13.6,1,1,22.478
1787,5/14/2017 14:00,48,0,11.89,13.62,21.58,13.53,1,1,22.126
1788,5/14/2017 15:00,49,0,12.2,14.06,22.26,13.8,1,1,22.414
1789,5/14/2017 16:00,47,0,12.33,14.38,21.59,14.14,1,1,22.475
1790,5/14/2017 17:00,47,0,12.55,14.28,18.37,14.05,1,1,23.057
1791,5/14/2017 18:00,42,0,12.8,13.41,15.76,13.23,1,1,23.833
1792,5/14/2017 19:00,39,0,12.71,12.27,13.33,12.11,1,1,23.977
1793,5/14/2017 20:00,42,0,12.34,10.88,9.82,10.71,1,1,23.751
1794,5/14/2017 21:00,40,0,11.91,9.88,8.86,9.65,1,1,23.591
1795,5/14/2017 22:00,36,0,11.43,10.04,8.82,9.74,1,1,23.222
1796,5/14/2017 23:00,26,0,10.72,9.66,8.72,9.47,1,1,23.206
1797,5/15/2017 0:00,29,0,10.49,9.4,8.94,9.19,0,1,23.022
1798,5/15/2017 1:00,28,0,10.12,10.59,9.71,10.32,0,1,22.294
1799,5/15/2017 2:00,27,0,9.71,10.72,10.1,10.52,0,1,21.805
1800,5/15/2017 3:00,25,0,9.76,11,10.47,10.76,0,1,21.56
1801,5/15/2017 4:00,27,0,9.73,11.19,10.61,10.96,0,1,21.337
1802,5/15/2017 5:00,30,0,9.75,10.15,9.23,9.99,0,1,21.207
1803,5/15/2017 6:00,46,0,9.65,9.9,9.7,9.71,0,1,21.229
1804,5/15/2017 7:00,53,0,9.33,10.2,10.17,10.02,0,1,21.598
1805,5/15/2017 8:00,66,0,9.05,10.63,10.47,10.42,0,1,21.919
1806,5/15/2017 9:00,77,0,9.14,11.38,11.38,11.16,0,1,21.871
1807,5/15/2017 10:00,77,0,9.4,12.55,13,12.33,0,1,21.883
1808,5/15/2017 11:00,79,0,9.75,13.42,14.04,13.19,0,1,21.836
1809,5/15/2017 12:00,84,0,10.5,14.26,15.53,14.05,0,1,22.064
1810,5/15/2017 13:00,83,0,11.34,14.61,15.17,14.43,0,1,22.398
1811,5/15/2017 14:00,85,0,12.05,14.83,15.44,14.63,0,1,22.629
1812,5/15/2017 15:00,81,0,12.77,14.96,15.11,14.74,0,1,22.822
1813,5/15/2017 16:00,71,0,13.73,15.04,15.04,14.83,0,1,22.914
1814,5/15/2017 17:00,66,0,14.22,15.35,15.43,15.12,0,1,22.713
1815,5/15/2017 18:00,56,0,14.04,15.43,15.42,15.22,0,1,22.059
1816,5/15/2017 19:00,52,0,13.79,15.32,15.1,15.11,0,1,21.969
1817,5/15/2017 20:00,40,0,13.7,15.09,14.75,14.91,0,1,22.183
1818,5/15/2017 21:00,41,0,13.66,14.99,14.63,14.79,0,1,22.53
1819,5/15/2017 22:00,30,0,13.5,14.79,14.47,14.6,0,1,22.834
1820,5/15/2017 23:00,27,0,13.29,14.69,14.27,14.5,0,1,22.515
1821,5/16/2017 0:00,27,0,13.13,14.78,14.19,14.57,0,1,22.106
1822,5/16/2017 1:00,26,0,13.01,14.67,14.16,14.48,0,1,21.842
1823,5/16/2017 2:00,27,0,12.83,14.61,14.06,14.41,0,1,21.709
1824,5/16/2017 3:00,25,0,12.89,14.69,14.18,14.49,0,1,21.524
1825,5/16/2017 4:00,27,0,12.88,14.89,14.36,14.67,0,1,21.447
1826,5/16/2017 5:00,33,0,12.9,14.99,14.46,14.78,0,1,21.311
1827,5/18/2017 6:00,43,0,9.79,9.57,11.6,9.42,0,1,20.806
1828,5/18/2017 7:00,48,0,9.76,10.92,15.03,10.77,0,1,20.668
1829,5/18/2017 8:00,60,0,10.08,11.49,17.32,11.42,0,1,21.273
1830,5/18/2017 9:00,70,0,10.69,11.74,19.77,11.7,0,1,21.466
1831,5/18/2017 10:00,75,0,10.85,12.21,22.69,12.16,0,1,21.429
1832,5/18/2017 11:00,75,0,11.17,12.59,26.33,12.59,0,1,21.781
1833,5/18/2017 12:00,73,0,11.52,13.1,26.93,13.04,0,1,21.921
1834,5/18/2017 13:00,77,0,11.8,13.34,25.06,13.21,0,1,21.975
1835,5/18/2017 14:00,74,0,12.11,13.37,23.81,13.26,0,1,22.04
1836,5/18/2017 15:00,75,0,12.37,13.14,22.28,12.94,0,1,21.985
1837,5/18/2017 16:00,71,0,12.42,12.98,20.21,12.78,0,1,22.036
1838,5/18/2017 17:00,68,0,12.55,12.31,17.44,12.18,0,1,22.147
1839,5/18/2017 18:00,60,0,12.62,11.84,15.82,11.67,0,1,22.39
1840,5/18/2017 19:00,52,0,12.39,11.36,13.49,11.14,0,1,22.559
1841,5/18/2017 20:00,49,0,11.99,10.83,11.74,10.67,0,1,22.221
1842,5/18/2017 21:00,44,0,11.84,10.09,10.89,9.78,0,1,20.404
1843,5/18/2017 22:00,39,0,11.38,9.55,9.78,9.39,0,1,20.57
1844,5/18/2017 23:00,28,0,10.9,8.9,8.39,8.68,0,1,21.705
1845,5/19/2017 0:00,26,0,10.64,8.48,7.74,8.28,0,1,21.533
1846,5/19/2017 1:00,27,0,10.56,8.27,7.57,8.05,0,1,20.903
1847,5/19/2017 2:00,26,0,10.21,7.82,6.7,7.62,0,1,20.537
1848,5/19/2017 3:00,26,0,9.52,7.82,6.84,7.58,0,1,20.281
1849,5/19/2017 4:00,27,0,9.26,7.69,7.03,7.48,0,1,20.019
1850,5/19/2017 5:00,31,0,9.07,7.89,9.85,7.64,0,1,19.817
1851,5/19/2017 6:00,45,0,9.07,8.98,11.87,8.75,0,1,19.625
1852,5/19/2017 7:00,50,0,9.04,10.11,13.8,9.96,0,1,18.95
1853,5/19/2017 8:00,56,0,9.46,10.99,17.12,10.85,0,1,19.068
1854,5/19/2017 9:00,65,0,9.92,11.36,17.19,11.24,0,1,19.397
1855,5/19/2017 10:00,71,0,10.45,11.57,17.61,11.42,0,1,19.869
1856,5/19/2017 11:00,74,0,11.08,12.12,19.45,12.03,0,1,20.399
1857,5/19/2017 12:00,75,0,11.5,12.5,20.47,12.41,0,1,20.389
1858,5/19/2017 13:00,74,0,11.86,12.9,22.56,12.82,0,1,20.885
1859,5/19/2017 14:00,73,0,12.35,12.73,19.97,12.63,0,1,21.085
1860,5/19/2017 15:00,69,0,12.9,12.2,17.5,12.06,0,1,21.28
1861,5/19/2017 16:00,66,0,12.87,11.91,16.28,11.74,0,1,21.416
1862,5/19/2017 17:00,59,0,12.62,11.63,14.87,11.46,0,1,21.143
1863,5/19/2017 18:00,58,0,12.32,11.34,13.73,11.17,0,1,20.914
1864,5/19/2017 19:00,50,0,12.03,10.92,12.53,10.74,0,1,21.66
1865,5/19/2017 20:00,43,0,11.77,10.34,11.05,10.17,0,1,22.339
1866,5/19/2017 21:00,42,0,11.54,9.85,9.88,9.69,0,1,22.352
1867,5/19/2017 22:00,36,0,11.28,9.13,8.8,8.96,0,1,22.023
1868,5/19/2017 23:00,27,0,10.98,8.85,9.05,8.62,0,1,21.924
1869,5/20/2017 0:00,29,0,10.74,8.7,8.34,8.46,1,1,21.714
1870,5/20/2017 1:00,25,0,10.58,8.45,7.7,8.22,1,1,21.116
1871,5/20/2017 2:00,27,0,10.3,7.96,6.88,7.74,1,1,20.652
1872,5/20/2017 3:00,25,0,9.94,7.91,7.31,7.66,1,1,20.315
1873,5/20/2017 4:00,25,0,9.62,7.95,8.01,7.75,1,1,19.991
1874,5/20/2017 5:00,26,0,9.32,8.38,9.11,8.16,1,1,19.835
1875,5/20/2017 6:00,34,0,9.07,8.99,10.29,8.81,1,1,19.95
1876,5/20/2017 7:00,36,0,9.13,9.73,11.75,9.54,1,1,20.462
1877,5/20/2017 8:00,40,0,9.59,11.16,15.55,10.96,1,1,21.11
1878,5/20/2017 9:00,41,0,10.12,12.57,19.98,12.41,1,1,21.398
1879,5/20/2017 10:00,41,0,10.75,11.59,14.92,11.56,1,1,21.613
1880,5/20/2017 11:00,49,0,11.54,10.71,12.15,10.55,1,1,21.677
1881,5/20/2017 12:00,42,0,12.06,10.94,12.6,10.75,1,1,21.864
1882,5/20/2017 13:00,46,0,11.72,11.07,13.44,10.88,1,1,21.979
1883,5/20/2017 14:00,44,0,11.69,11.44,15.64,11.26,1,1,22.145
1884,5/20/2017 15:00,45,0,11.58,12.23,17.2,12.06,1,1,22.05
1885,5/20/2017 16:00,42,0,11.46,12.65,18.09,12.45,1,1,21.855
1886,5/20/2017 17:00,41,0,11.85,12.64,16.79,12.43,1,1,21.865
1887,5/20/2017 18:00,37,0,11.8,11.99,14.11,11.82,1,1,21.769
1888,5/20/2017 19:00,39,0,11.62,11.53,12.43,11.31,1,1,21.725
1889,5/20/2017 20:00,41,0,11.36,11.05,11.23,10.86,1,1,21.715
1890,5/20/2017 21:00,42,0,10.91,10.37,10.01,10.2,1,1,21.438
1891,5/20/2017 22:00,40,0,10.61,9.41,9.15,9.28,1,1,21.349
1892,5/20/2017 23:00,27,0,10.57,9.51,9.52,9.33,1,1,21.495
1893,5/21/2017 0:00,29,0,10.42,9.54,9.48,9.34,1,1,21.458
1894,5/21/2017 1:00,27,0,10.22,9.68,9.61,9.49,1,1,20.984
1895,5/21/2017 2:00,25,0,10.17,9.33,9.05,9.17,1,1,20.538
1896,5/21/2017 3:00,26,0,10.11,9.16,9,8.97,1,1,20.277
1897,5/21/2017 4:00,24,0,9.85,9.11,9.05,8.92,1,1,20.197
