,param_name,param_type,param_value,timestamp,device_id,module_key
1163432,V,1,21.13595,2017-04-05 14:19:02.423000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1165162,V,1,20.094597,2017-04-03 21:38:59.247000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1192740,V,1,18.834475,2017-04-02 05:59:01.123000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1203765,V,1,18.790722,2017-04-02 06:09:01.380000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1203866,V,1,19.762068,2017-04-01 06:49:00.307000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1221642,V,1,20.059597,2017-04-03 21:49:04.510000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1222062,V,1,21.144705,2017-04-05 14:29:01.193000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1224019,V,1,18.816975,2017-04-02 06:19:01.647000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1261283,V,1,19.735813,2017-04-01 06:58:59.727000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1278458,V,1,21.065947,2017-04-05 14:39:01.250000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1279234,V,1,18.851978,2017-04-02 06:29:01.073000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1281003,V,1,20.050844,2017-04-03 21:58:59.703000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1283888,V,1,18.843229,2017-04-02 06:39:01.897000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1301062,V,1,19.727064,2017-04-01 07:09:00.797000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1318464,V,1,19.902081,2017-04-01 07:19:00.957000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1318465,V,1,21.205959,2017-04-05 14:49:01.813000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1337668,V,1,20.147106,2017-04-01 07:29:00.480000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1337742,V,1,18.834475,2017-04-02 06:49:03.260000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1357649,V,1,20.094597,2017-04-03 22:08:59.780000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1357650,V,1,21.267212,2017-04-05 14:59:01.360000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1375345,V,1,21.337223,2017-04-05 15:09:01.300000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1394231,V,1,21.249714,2017-04-05 15:19:02.847000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1402827,V,1,18.834475,2017-04-02 06:59:01.113000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1413541,V,1,20.287119,2017-04-01 07:39:00.013000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1413542,V,1,20.120853,2017-04-03 22:18:59.840000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1433273,V,1,18.834475,2017-04-02 07:09:01.123000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1434871,V,1,21.144705,2017-04-05 15:29:01.537000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1452770,V,1,20.31337,2017-04-01 07:49:00.837000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1452771,V,1,21.372227,2017-04-05 15:39:01.160000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1470243,V,1,20.330873,2017-04-01 07:58:59.267000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1490244,V,1,20.357124,2017-04-01 08:09:00.820000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1490245,V,1,20.103352,2017-04-03 22:29:00.990000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1501759,V,1,19.009491,2017-04-02 07:19:01.377000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1527462,V,1,20.392128,2017-04-01 08:18:59.930000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1527463,V,1,21.582247,2017-04-05 15:49:01.170000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1529517,V,1,19.307022,2017-04-02 07:29:01.153000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1548641,V,1,20.427132,2017-04-01 08:28:58.910000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1548744,V,1,20.068348,2017-04-03 22:38:58.863000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1571228,V,1,19.525793,2017-04-02 07:39:01.147000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1585269,V,1,21.774765,2017-04-05 15:59:01.517000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1586138,V,1,20.453386,2017-04-01 08:39:02.517000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1606014,V,1,20.024593,2017-04-03 22:49:00.287000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1606877,V,1,19.587051,2017-04-02 07:49:02.330000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1624732,V,1,21.914776,2017-04-05 16:09:01.400000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1627954,V,1,19.604551,2017-04-02 07:59:00.970000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1641861,V,1,19.97209,2017-04-03 22:58:59.017000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1643270,V,1,21.976036,2017-04-05 16:19:01.980000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1665788,V,1,20.470886,2017-04-01 08:49:02.443000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1682252,V,1,19.630806,2017-04-02 08:09:00.730000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1682395,V,1,19.919582,2017-04-03 23:18:59.943000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1682490,V,1,20.497141,2017-04-01 08:59:00.460000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1701014,V,1,22.089794,2017-04-05 16:29:01.197000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1720865,V,1,20.514641,2017-04-01 09:09:01.477000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1720866,V,1,22.05479,2017-04-05 16:39:01.480000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1738806,V,1,19.919582,2017-04-03 23:28:59.640000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1738807,V,1,21.704756,2017-04-05 16:49:00.437000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1743822,V,1,19.674561,2017-04-02 08:19:01.370000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1759825,V,1,21.520988,2017-04-05 16:58:59.467000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1777779,V,1,19.718315,2017-04-02 08:29:00.907000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1777993,V,1,20.532141,2017-04-01 09:19:01.460000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1797449,V,1,20.549644,2017-04-01 09:29:00.563000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1797450,V,1,19.963335,2017-04-03 23:38:59.810000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1815395,V,1,21.372227,2017-04-05 17:09:01.570000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1833456,V,1,20.567144,2017-04-01 09:39:00.567000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1838605,V,1,19.735813,2017-04-02 08:39:01.057000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1853468,V,1,19.980839,2017-04-03 23:49:00.867000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1854078,V,1,21.284718,2017-04-05 17:19:02.027000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1874084,V,1,20.593399,2017-04-01 09:49:03.343000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1875919,V,1,21.223457,2017-04-05 17:29:03.100000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1891019,V,1,19.753315,2017-04-02 08:49:01.920000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1891304,V,1,21.205959,2017-04-05 17:39:02.400000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1910628,V,1,19.945835,2017-04-03 23:58:59.693000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1913351,V,1,20.610899,2017-04-01 09:59:00.950000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1931452,V,1,20.637154,2017-04-01 10:09:00.557000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1949339,V,1,20.654654,2017-04-01 10:19:01.040000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1949340,V,1,21.074696,2017-04-05 17:49:02.457000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1960595,V,1,19.770817,2017-04-02 08:59:01.060000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1968636,V,1,19.910831,2017-04-04 00:08:59.733000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1969132,V,1,21.048443,2017-04-05 17:59:02,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
1989145,V,1,20.672157,2017-04-01 10:29:00.117000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
2007245,V,1,19.805822,2017-04-02 09:09:01.303000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
2026583,V,1,19.875828,2017-04-04 00:19:00.387000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
2026757,V,1,21.092197,2017-04-05 18:09:01.047000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
2028838,V,1,19.814571,2017-04-02 09:19:01.180000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
2045858,V,1,19.840828,2017-04-02 09:29:00.803000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
2064357,V,1,20.995937,2017-04-05 18:19:02.703000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
2064476,V,1,20.698408,2017-04-01 10:39:00.330000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
2083498,V,1,19.849577,2017-04-04 00:28:59.647000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
2092993,V,1,19.849577,2017-04-02 09:39:00.850000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
2102734,V,1,20.724663,2017-04-01 10:49:02.057000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
2103543,V,1,20.742161,2017-04-01 10:59:00.420000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
2120384,V,1,19.849577,2017-04-02 09:49:00.973000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
2120972,V,1,20.952183,2017-04-05 18:29:02.233000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
2122188,V,1,19.805822,2017-04-04 00:38:59.780000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
2159202,V,1,20.864676,2017-04-05 18:39:01.897000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
2166255,V,1,19.858326,2017-04-02 09:59:00.773000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
2177623,V,1,20.759666,2017-04-01 11:09:00.763000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
2179834,V,1,19.779568,2017-04-04 00:49:00.930000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
2181519,V,1,19.875828,2017-04-02 10:09:00.847000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S12
