Year,Month,Day,Hour,heat_consumption
2017,March,2,1,16
2017,March,2,2,18
2017,March,2,3,15
2017,March,2,4,14
2017,March,2,5,13
2017,March,2,6,67
2017,March,2,7,303
2017,March,2,8,320
2017,March,2,9,294
2017,March,2,10,263
2017,March,2,11,244
2017,March,2,12,240
2017,March,2,13,234
2017,March,2,14,238
2017,March,2,15,241
2017,March,2,16,235
2017,March,2,17,243
2017,March,2,18,241
2017,March,2,19,230
2017,March,2,20,230
2017,March,2,21,229
2017,March,2,22,228
2017,March,2,23,195
2017,March,3,0,24
2017,March,3,1,21
2017,March,3,2,29
2017,March,3,3,27
2017,March,3,4,27
2017,March,3,5,27
2017,March,3,6,55
2017,March,5,7,406
2017,March,5,8,277
2017,March,5,9,241
2017,March,5,10,234
2017,March,5,11,231
2017,March,5,12,226
2017,March,5,13,228
2017,March,5,14,225
2017,March,5,15,221
2017,March,5,16,220
2017,March,5,17,219
2017,March,5,18,219
2017,March,5,19,219
2017,March,5,20,221
2017,March,5,21,224
2017,March,5,22,225
2017,March,5,23,223
2017,March,6,0,45
2017,March,6,1,27
2017,March,6,2,36
2017,March,6,3,35
2017,March,6,4,38
2017,March,6,5,39
2017,March,6,6,43
2017,March,6,7,214
2017,March,6,8,239
2017,March,6,9,302
2017,March,6,10,261
2017,March,6,11,241
2017,March,6,12,231
2017,March,6,13,231
2017,March,6,14,225
2017,March,6,15,218
2017,March,6,16,207
2017,March,6,17,207
2017,March,6,18,219
2017,March,6,19,213
2017,March,6,20,212
2017,March,6,21,216
2017,March,6,22,212
2017,March,6,23,210
2017,March,7,0,48
2017,March,7,1,33
2017,March,7,2,37
2017,March,7,3,40
2017,March,7,4,41
2017,March,7,5,42
2017,March,7,6,46
2017,March,7,7,358
2017,March,7,8,281
2017,March,7,9,256
2017,March,7,10,237
2017,March,7,11,220
2017,March,7,12,217
2017,March,7,13,218
2017,March,7,14,219
2017,March,7,15,218
2017,March,7,16,215
2017,March,7,17,218
2017,March,7,18,223
2017,March,7,19,213
2017,March,7,20,214
2017,March,7,21,212
2017,March,7,22,211
2017,March,7,23,208
2017,March,8,0,48
2017,March,8,1,33
2017,March,8,2,37
2017,March,8,3,37
2017,March,8,4,42
2017,March,8,5,45
2017,March,8,6,47
2017,March,8,7,354
2017,March,8,8,271
2017,March,8,9,248
2017,March,8,10,228
2017,March,8,11,223
2017,March,8,12,208
2017,March,8,13,215
2017,March,8,14,214
2017,March,8,15,200
2017,March,8,16,198
2017,March,8,17,206
2017,March,8,18,209
2017,March,8,19,209
2017,March,8,20,206
2017,March,8,21,209
2017,March,8,22,211
2017,March,8,23,209
2017,March,9,0,48
2017,March,9,1,32
2017,March,9,2,36
2017,March,9,3,37
2017,March,9,4,41
2017,March,9,5,44
2017,March,9,6,47
2017,March,11,7,367
2017,March,11,8,236
2017,March,11,9,203
2017,March,11,10,206
2017,March,11,11,202
2017,March,11,12,201
2017,March,11,13,187
2017,March,11,14,190
2017,March,11,15,182
2017,March,11,16,189
2017,March,11,17,190
2017,March,11,18,184
2017,March,11,19,188
2017,March,11,20,186
2017,March,11,21,190
2017,March,11,22,186
2017,March,11,23,171
2017,March,12,0,29
2017,March,12,1,22
2017,March,12,2,24
2017,March,12,3,25
2017,March,12,4,29
2017,March,12,5,30
2017,March,12,6,35
2017,March,12,7,360
2017,March,12,8,205
2017,March,12,9,184
2017,March,12,10,182
2017,March,12,11,174
2017,March,12,12,174
2017,March,12,13,173
2017,March,12,14,174
2017,March,12,15,178
2017,March,12,16,175
2017,March,12,17,177
2017,March,12,18,175
2017,March,12,19,179
2017,March,12,20,180
2017,March,12,21,182
2017,March,12,22,180
2017,March,12,23,175
2017,March,13,0,29
2017,March,13,1,17
2017,March,13,2,20
2017,March,13,3,16
2017,March,13,4,13
2017,March,13,5,8
2017,March,13,6,17
2017,March,13,7,281
2017,March,13,8,278
2017,March,13,9,265
2017,March,13,10,224
2017,March,13,11,214
2017,March,13,12,213
2017,March,13,13,212
2017,March,13,14,202
2017,March,13,15,196
2017,March,13,16,196
2017,March,13,17,194
2017,March,13,18,193
2017,March,13,19,183
2017,March,13,20,190
2017,March,13,21,186
2017,March,13,22,183
2017,March,13,23,173
2017,March,14,0,24
2017,March,14,1,15
2017,March,14,2,19
2017,March,14,3,18
2017,March,14,4,18
2017,March,14,5,19
2017,March,14,6,30
2017,March,14,7,334
2017,March,14,8,272
2017,March,14,9,214
2017,March,14,10,210
2017,March,14,11,199
2017,March,14,12,183
2017,March,14,13,179
2017,March,14,14,177
2017,March,14,15,176
2017,March,14,16,175
2017,March,14,17,174
2017,March,14,18,190
2017,March,14,19,174
2017,March,14,20,176
2017,March,14,21,177
2017,March,14,22,175
2017,March,14,23,170
2017,March,15,0,27
2017,March,15,1,18
2017,March,15,2,19
2017,March,15,3,20
2017,March,15,4,18
2017,March,15,5,19
2017,March,15,6,28
2017,March,17,7,351
2017,March,17,8,249
2017,March,17,9,231
2017,March,17,10,204
2017,March,17,11,211
2017,March,17,12,217
2017,March,17,13,209
2017,March,17,14,205
2017,March,17,15,210
2017,March,17,16,6
2017,March,17,17,0
2017,March,17,18,0
2017,March,17,19,0
2017,March,17,20,0
2017,March,17,21,0
2017,March,17,22,0
2017,March,17,23,0
2017,March,18,0,0
2017,March,18,1,0
2017,March,18,2,0
2017,March,18,3,0
2017,March,18,4,0
2017,March,18,5,0
2017,March,18,6,0
2017,March,18,7,0
2017,March,18,8,0
2017,March,18,9,0
2017,March,18,10,0
2017,March,18,11,0
2017,March,18,12,0
2017,March,18,13,0
2017,March,18,14,0
2017,March,18,15,0
2017,March,18,16,0
2017,March,18,17,0
2017,March,18,18,0
2017,March,18,19,0
2017,March,18,20,0
2017,March,18,21,0
2017,March,18,22,0
2017,March,18,23,0
2017,March,19,0,0
2017,March,19,1,0
2017,March,19,2,0
2017,March,19,3,0
2017,March,19,4,0
2017,March,19,5,0
2017,March,19,6,0
2017,March,19,7,0
2017,March,19,8,0
2017,March,19,9,0
2017,March,19,10,0
2017,March,19,11,0
2017,March,19,12,0
2017,March,19,13,0
2017,March,19,14,0
2017,March,19,15,0
2017,March,19,16,0
2017,March,19,17,0
2017,March,19,18,0
2017,March,19,19,0
2017,March,19,20,0
2017,March,19,21,0
2017,March,19,22,0
2017,March,19,23,0
2017,March,20,0,0
2017,March,20,1,0
2017,March,20,2,0
2017,March,20,3,0
2017,March,20,4,0
2017,March,20,5,0
2017,March,20,6,0
2017,March,20,7,0
2017,March,20,8,0
2017,March,20,9,0
2017,March,20,10,0
2017,March,20,11,0
2017,March,20,12,0
2017,March,20,13,0
2017,March,20,14,0
2017,March,20,15,0
2017,March,20,16,0
2017,March,20,17,0
2017,March,20,18,0
2017,March,20,19,0
2017,March,20,20,0
2017,March,20,21,0
2017,March,20,22,0
2017,March,20,23,0
2017,March,21,0,0
2017,March,21,1,0
2017,March,21,2,0
2017,March,21,3,0
2017,March,21,4,0
2017,March,21,5,0
2017,March,21,6,0
2017,March,21,7,0
2017,March,21,8,0
2017,March,21,9,0
2017,March,21,10,0
2017,March,21,11,0
2017,March,21,12,0
2017,March,21,13,0
2017,March,21,14,0
2017,March,21,15,0
2017,March,21,16,0
2017,March,21,17,0
2017,March,21,18,0
2017,March,21,19,0
2017,March,21,20,0
2017,March,21,21,0
2017,March,21,22,0
2017,March,21,23,0
2017,March,22,0,0
2017,March,22,1,0
2017,March,22,2,0
2017,March,22,3,0
2017,March,22,4,0
2017,March,22,5,0
2017,March,22,6,0
2017,March,22,7,0
2017,March,22,8,0
2017,March,22,9,0
2017,March,22,10,0
2017,March,22,11,0
2017,March,22,12,0
2017,March,22,13,0
2017,March,22,14,0
2017,March,22,15,0
2017,March,22,16,0
2017,March,22,17,0
2017,March,22,18,0
2017,March,22,19,0
2017,March,22,20,0
2017,March,22,21,0
2017,March,22,22,0
2017,March,22,23,0
2017,March,23,0,0
2017,March,23,1,0
2017,March,23,2,0
2017,March,23,3,0
2017,March,23,4,0
2017,March,23,5,0
2017,March,23,6,0
2017,March,23,7,0
2017,March,23,8,0
2017,March,23,9,0
2017,March,23,10,0
2017,March,23,11,0
2017,March,23,12,0
2017,March,23,13,0
2017,March,23,14,0
2017,March,23,15,0
2017,March,23,16,0
2017,March,23,17,0
2017,March,23,18,0
2017,March,23,19,0
2017,March,23,20,0
2017,March,23,21,0
2017,March,23,22,0
2017,March,23,23,0
2017,March,24,0,0
2017,March,24,1,0
2017,March,24,2,0
2017,March,24,3,0
2017,March,24,4,0
2017,March,24,5,0
2017,March,24,6,0
2017,March,24,7,0
2017,March,24,8,0
2017,March,24,9,0
2017,March,24,10,0
2017,March,24,11,0
2017,March,24,12,0
2017,March,24,13,0
2017,March,24,14,0
2017,March,24,15,0
2017,March,24,16,0
2017,March,24,17,0
2017,March,24,18,0
2017,March,24,19,0
2017,March,24,20,0
2017,March,24,21,0
2017,March,24,22,0
2017,March,24,23,0
2017,March,25,0,0
2017,March,25,1,0
2017,March,25,2,0
2017,March,25,3,0
2017,March,25,4,0
2017,March,25,5,0
2017,March,25,6,0
2017,April,1,0,0
2017,April,1,1,0
2017,April,1,2,0
2017,April,1,3,0
2017,April,1,4,0
2017,April,1,5,0
2017,April,1,6,0
2017,April,1,7,0
2017,April,1,8,0
2017,April,1,9,0
2017,April,1,10,0
2017,April,1,11,0
2017,April,1,12,0
2017,April,1,13,0
2017,April,1,14,0
2017,April,1,15,0
2017,April,1,16,0
2017,April,1,17,0
2017,April,1,18,0
2017,April,1,19,0
2017,April,1,20,0
2017,April,1,21,0
2017,April,1,22,0
2017,April,1,23,0
2017,April,2,0,0
2017,April,2,1,0
2017,April,2,2,0
2017,April,2,3,0
2017,April,2,4,0
2017,April,2,5,0
2017,April,2,6,0
2017,April,2,7,0
2017,April,2,8,0
2017,April,2,9,0
2017,April,2,10,0
2017,April,2,11,0
2017,April,2,12,0
2017,April,2,13,0
2017,April,2,14,0
2017,April,2,15,0
2017,April,2,16,0
2017,April,2,17,0
2017,April,2,18,0
2017,April,2,19,0
2017,April,2,20,0
2017,April,2,21,0
2017,April,2,22,0
2017,April,2,23,0
2017,April,3,0,0
2017,April,3,1,0
2017,April,3,2,0
2017,April,3,3,0
2017,April,3,4,0
2017,April,3,5,0
2017,April,3,6,0
2017,April,3,7,0
2017,April,3,8,0
2017,April,3,9,0
2017,April,3,10,0
2017,April,3,11,0
2017,April,3,12,0
2017,April,3,13,0
2017,April,3,14,0
2017,April,3,15,0
2017,April,3,16,0
2017,April,3,17,0
2017,April,3,18,0
2017,April,3,19,0
2017,April,3,20,0
2017,April,3,21,0
2017,April,3,22,0
2017,April,3,23,0
2017,April,4,0,0
2017,April,4,1,0
2017,April,4,2,0
2017,April,4,3,0
2017,April,4,4,0
2017,April,4,5,0
2017,April,4,6,0
2017,April,4,7,0
2017,April,4,8,0
2017,April,4,9,0
2017,April,4,10,0
2017,April,4,11,0
2017,April,4,12,0
2017,April,4,13,0
2017,April,4,14,0
2017,April,4,15,0
2017,April,4,16,0
2017,April,4,17,0
2017,April,4,18,0
2017,April,4,19,0
2017,April,4,20,0
2017,April,4,21,0
2017,April,4,22,0
2017,April,4,23,0
2017,April,5,0,0
2017,April,5,1,0
2017,April,5,2,0
2017,April,5,3,0
2017,April,5,4,0
2017,April,5,5,0
2017,April,25,6,0
2017,April,25,7,0
2017,April,25,8,0
2017,April,25,9,0
2017,April,25,10,0
2017,April,25,11,0
2017,April,25,12,0
2017,April,25,13,0
2017,April,25,14,0
2017,April,25,15,0
2017,April,25,16,0
2017,April,25,17,0
2017,April,25,18,0
2017,April,25,19,0
2017,April,25,20,0
2017,April,25,21,0
2017,April,25,22,0
2017,April,25,23,0
2017,April,26,0,0
2017,April,26,1,0
2017,April,26,2,0
2017,April,26,3,0
2017,April,26,4,0
2017,April,26,5,0
2017,April,26,6,0
2017,April,26,7,0
2017,April,26,8,0
2017,April,26,9,0
2017,April,26,10,0
2017,April,26,11,0
2017,April,26,12,0
2017,April,26,13,0
2017,April,26,14,0
2017,April,26,15,0
2017,April,26,16,0
2017,April,26,17,0
2017,April,26,18,0
2017,April,26,19,0
2017,April,26,20,0
2017,April,26,21,0
2017,April,26,22,0
2017,April,26,23,0
2017,April,27,0,0
2017,April,27,1,0
2017,April,27,2,0
2017,April,27,3,0
2017,April,27,4,0
2017,April,27,5,0
2017,April,27,6,0
2017,April,27,7,0
2017,April,27,8,0
2017,April,27,9,0
2017,April,27,10,0
2017,April,27,11,0
2017,April,27,12,0
2017,April,27,13,0
2017,April,27,14,0
2017,April,27,15,0
2017,April,27,16,0
2017,April,27,17,0
2017,April,27,18,0
2017,April,27,19,0
2017,April,27,20,0
2017,April,27,21,0
2017,April,27,22,0
2017,April,27,23,0
2017,April,28,0,0
2017,April,28,1,0
2017,April,28,2,0
2017,April,28,3,0
2017,April,28,4,0
2017,April,28,5,0
2017,May,6,4,0
2017,May,6,5,0
2017,May,6,6,0
2017,May,6,7,0
2017,May,6,8,0
2017,May,6,9,0
2017,May,6,10,0
2017,May,6,11,0
2017,May,6,12,0
2017,May,6,13,0
2017,May,6,14,0
2017,May,6,15,0
2017,May,6,16,0
2017,May,6,17,0
2017,May,6,18,0
2017,May,6,19,0
2017,May,6,20,0
2017,May,6,21,0
2017,May,6,22,0
2017,May,6,23,0
2017,May,7,0,0
2017,May,7,1,0
2017,May,7,2,0
2017,May,7,3,0
2017,May,7,4,0
2017,May,7,5,0
2017,May,7,6,0
2017,May,7,7,0
2017,May,7,8,0
2017,May,7,9,0
2017,May,7,10,0
2017,May,7,11,0
2017,May,7,12,0
2017,May,7,13,0
2017,May,7,14,0
2017,May,7,15,0
2017,May,7,16,0
2017,May,7,17,0
2017,May,7,18,0
2017,May,7,19,0
2017,May,7,20,0
2017,May,7,21,0
2017,May,7,22,0
2017,May,7,23,0
2017,May,8,0,0
2017,May,8,1,0
2017,May,8,2,0
2017,May,8,3,0
2017,May,8,4,0
2017,May,8,5,0
2017,May,12,6,0
2017,May,12,7,0
2017,May,12,8,0
2017,May,12,9,0
2017,May,12,10,0
2017,May,12,11,0
2017,May,12,12,0
2017,May,12,13,0
2017,May,12,14,0
2017,May,12,15,0
2017,May,12,16,0
2017,May,12,17,0
2017,May,12,18,0
2017,May,12,19,0
2017,May,12,20,0
2017,May,12,21,0
2017,May,12,22,0
2017,May,12,23,0
2017,May,13,0,0
2017,May,13,1,0
2017,May,13,2,0
2017,May,13,3,0
2017,May,13,4,0
2017,May,13,5,0
2017,May,13,6,0
2017,May,13,7,0
2017,May,13,8,0
2017,May,13,9,0
2017,May,13,10,0
2017,May,13,11,0
2017,May,13,12,0
2017,May,13,13,0
2017,May,13,14,0
2017,May,13,15,0
2017,May,13,16,0
2017,May,13,17,0
2017,May,13,18,0
2017,May,13,19,0
2017,May,13,20,0
2017,May,13,21,0
2017,May,13,22,0
2017,May,13,23,0
2017,May,14,0,0
2017,May,14,1,0
2017,May,14,2,0
2017,May,14,3,0
2017,May,14,4,0
2017,May,14,5,0
2017,May,14,6,0
2017,May,14,7,0
2017,May,14,8,0
2017,May,14,9,0
2017,May,14,10,0
2017,May,14,11,0
2017,May,14,12,0
2017,May,14,13,0
2017,May,14,14,0
2017,May,14,15,0
2017,May,14,16,0
2017,May,14,17,0
2017,May,14,18,0
2017,May,14,19,0
2017,May,14,20,0
2017,May,14,21,0
2017,May,14,22,0
2017,May,14,23,0
2017,May,15,0,0
2017,May,15,1,0
2017,May,15,2,0
2017,May,15,3,0
2017,May,15,4,0
2017,May,15,5,0
2017,May,15,6,0
2017,May,15,7,0
2017,May,15,8,0
2017,May,15,9,0
2017,May,15,10,0
2017,May,15,11,0
2017,May,15,12,0
2017,May,15,13,0
2017,May,15,14,0
2017,May,15,15,0
2017,May,15,16,0
2017,May,15,17,0
2017,May,15,18,0
2017,May,15,19,0
2017,May,15,20,0
2017,May,15,21,0
2017,May,15,22,0
2017,May,15,23,0
2017,May,16,0,0
2017,May,16,1,0
2017,May,16,2,0
2017,May,16,3,0
2017,May,16,4,0
2017,May,16,5,0
2017,May,18,6,0
2017,May,18,7,0
2017,May,18,8,0
2017,May,18,9,0
2017,May,18,10,0
2017,May,18,11,0
2017,May,18,12,0
2017,May,18,13,0
2017,May,18,14,0
2017,May,18,15,0
2017,May,18,16,0
2017,May,18,17,0
2017,May,18,18,0
2017,May,18,19,0
2017,May,18,20,0
2017,May,18,21,0
2017,May,18,22,0
2017,May,18,23,0
2017,May,19,0,0
2017,May,19,1,0
2017,May,19,2,0
2017,May,19,3,0
2017,May,19,4,0
2017,May,19,5,0
2017,May,19,6,0
2017,May,19,7,0
2017,May,19,8,0
2017,May,19,9,0
2017,May,19,10,0
2017,May,19,11,0
2017,May,19,12,0
2017,May,19,13,0
2017,May,19,14,0
2017,May,19,15,0
2017,May,19,16,0
2017,May,19,17,0
2017,May,19,18,0
2017,May,19,19,0
2017,May,19,20,0
2017,May,19,21,0
2017,May,19,22,0
2017,May,19,23,0
2017,May,20,0,0
2017,May,20,1,0
2017,May,20,2,0
2017,May,20,3,0
2017,May,20,4,0
2017,May,20,5,0
2017,May,20,6,0
2017,May,20,7,0
2017,May,20,8,0
2017,May,20,9,0
2017,May,20,10,0
2017,May,20,11,0
2017,May,20,12,0
2017,May,20,13,0
2017,May,20,14,0
2017,May,20,15,0
2017,May,20,16,0
2017,May,20,17,0
2017,May,20,18,0
2017,May,20,19,0
2017,May,20,20,0
2017,May,20,21,0
2017,May,20,22,0
2017,May,20,23,0
2017,May,21,0,0
2017,May,21,1,0
2017,May,21,2,0
2017,May,21,3,0
2017,May,21,4,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
