Year of Timestamp,Month of Timestamp,Day of Timestamp,Hour of Timestamp,elec_consumption
2017,February,18,3,13.5
2017,February,18,4,13.5
2017,February,18,5,12.5
2017,February,18,6,16
2017,February,18,7,20.5
2017,February,18,8,20
2017,February,18,9,21
2017,February,18,10,24.5
2017,February,18,11,25
2017,February,18,12,25.5
2017,February,18,13,28
2017,February,18,14,28
2017,February,18,15,31.5
2017,February,18,16,30.5
2017,February,18,17,27
2017,February,18,18,28.5
2017,February,18,19,29
2017,February,18,20,27
2017,February,18,21,27.5
2017,February,18,22,24.5
2017,February,18,23,23
2017,February,19,0,15.5
2017,February,19,1,16.5
2017,February,19,2,15
2017,February,19,3,14.5
2017,February,19,4,14
2017,February,19,5,13.5
2017,February,19,6,15.5
2017,February,19,7,20
2017,February,19,8,20
2017,February,19,9,20
2017,February,19,10,22
2017,February,19,11,24.5
2017,February,19,12,23.5
2017,February,19,13,26.5
2017,February,19,14,27.5
2017,February,19,15,27.5
2017,February,19,16,24.5
2017,February,19,17,24.5
2017,February,19,18,28.5
2017,February,19,19,25.5
2017,February,19,20,22.5
2017,February,19,21,22
2017,February,19,22,21.5
2017,February,19,23,19.5
2017,February,20,0,13
2017,February,20,1,12.5
2017,February,20,2,13
2017,February,20,3,11.5
2017,February,20,4,12
2017,February,20,5,12.5
2017,February,20,6,16
2017,February,20,7,26
2017,February,20,8,27.5
2017,February,20,9,38
2017,February,20,10,43
2017,February,20,11,50.5
2017,February,20,12,50.5
2017,February,20,13,51.5
2017,February,20,14,54.5
2017,February,20,15,52.5
2017,February,20,16,52.5
2017,February,20,17,50
2017,February,20,18,43
2017,February,20,19,40.5
2017,February,20,20,34.5
2017,February,20,21,30
2017,February,20,22,26
2017,February,20,23,21
2017,February,21,0,13.5
2017,February,21,1,13.5
2017,February,21,2,12.5
2017,February,21,3,12.5
2017,February,21,4,13
2017,February,21,5,13
2017,February,21,6,17
2017,February,21,7,26.5
2017,February,21,8,27.5
2017,February,21,9,35
2017,February,21,10,42
2017,February,21,11,46.5
2017,February,21,12,49.5
2017,February,21,13,52.5
2017,February,21,14,51.5
2017,February,21,15,52.5
2017,February,21,16,50.5
2017,February,21,17,47.5
2017,February,21,18,44
2017,February,21,19,41
2017,February,21,20,35
2017,February,21,21,32.5
2017,February,21,22,26.5
2017,February,21,23,22
2017,February,22,0,15.5
2017,February,22,1,14.5
2017,February,22,2,13
2017,February,22,3,12.5
2017,February,22,4,13
2017,February,22,5,13
2017,February,22,6,19
2017,February,22,7,27.5
2017,February,22,8,31.5
2017,February,22,9,39
2017,February,22,10,46.5
2017,February,22,11,48.5
2017,February,22,12,49.5
2017,February,22,13,51
2017,February,22,14,50
2017,February,22,15,49
2017,February,22,16,48.5
2017,February,22,17,46
2017,February,22,18,43
2017,February,22,19,38.5
2017,February,22,20,34.5
2017,February,22,21,31
2017,February,22,22,27.5
2017,February,22,23,23.5
2017,February,23,0,14.5
2017,February,23,1,14.5
2017,February,23,2,13
2017,February,23,3,14
2017,February,23,4,13
2017,February,23,5,14.5
2017,February,23,6,19.5
2017,February,23,7,29
2017,February,23,8,29.5
2017,February,23,9,38
2017,February,23,10,46.5
2017,February,23,11,48
2017,February,23,12,51
2017,February,23,13,52
2017,February,23,14,50.5
2017,February,23,15,49
2017,February,23,16,50
2017,February,23,17,49
2017,February,23,18,44.5
2017,February,23,19,39
2017,February,23,20,33
2017,February,23,21,27
2017,February,23,22,24.5
2017,February,23,23,22
2017,February,24,0,14.5
2017,February,24,1,14
2017,February,24,2,13.5
2017,February,24,3,14
2017,February,24,4,13.5
2017,February,24,5,15
2017,February,24,6,18.5
2017,February,24,7,30.5
2017,February,24,8,29.5
2017,February,24,9,35.5
2017,February,24,10,40.5
2017,February,24,11,45.5
2017,February,24,12,45.5
2017,February,24,13,48
2017,February,24,14,46
2017,February,24,15,46
2017,February,24,16,46
2017,February,24,17,45
2017,February,24,18,40
2017,February,24,19,33
2017,February,24,20,30.5
2017,February,24,21,28
2017,February,24,22,28
2017,February,24,23,24
2017,February,25,0,16.5
2017,February,25,1,14.5
2017,February,25,2,14
2017,February,25,3,14
2017,February,25,4,13.5
2017,February,25,5,13
2017,February,25,6,17.5
2017,February,25,7,26.5
2017,February,25,8,26
2017,February,25,9,25
2017,February,25,10,28.5
2017,February,25,11,28.5
2017,February,25,12,29.5
2017,February,25,13,32
2017,February,25,14,33.5
2017,February,25,15,33
2017,February,25,16,31
2017,February,25,17,29
2017,February,25,18,26.5
2017,February,25,19,18.5
2017,February,25,20,16.5
2017,February,25,21,16
2017,February,25,22,17.5
2017,February,25,23,18
2017,February,26,0,15
2017,February,26,1,15
2017,February,26,2,14
2017,February,26,3,14.5
2017,February,26,4,14.5
2017,February,26,5,13.5
2017,February,26,6,16.5
2017,March,1,0,14
2017,March,1,1,14.5
2017,March,1,2,13.5
2017,March,1,3,13
2017,March,1,4,13
2017,March,1,5,14.5
2017,March,1,6,17
2017,March,1,7,24
2017,March,1,8,27
2017,March,1,9,36.5
2017,March,1,10,40.5
2017,March,1,11,45.5
2017,March,1,12,45
2017,March,1,13,46
2017,March,1,14,44
2017,March,1,15,42
2017,March,1,16,42
2017,March,1,17,37.5
2017,March,1,18,38
2017,March,1,19,34.5
2017,March,1,20,34
2017,March,1,21,26
2017,March,1,22,23
2017,March,1,23,20.5
2017,March,2,0,15.5
2017,March,2,1,14
2017,March,2,2,14
2017,March,2,3,16
2017,March,2,4,14
2017,March,2,5,14
2017,March,2,6,19.5
2017,March,2,7,26
2017,March,2,8,27
2017,March,2,9,32.5
2017,March,2,10,39.5
2017,March,2,11,42
2017,March,2,12,43
2017,March,2,13,44.5
2017,March,2,14,45.5
2017,March,2,15,45
2017,March,2,16,46
2017,March,2,17,43.5
2017,March,2,18,39
2017,March,2,19,33.5
2017,March,2,20,34.5
2017,March,2,21,27.5
2017,March,2,22,25
2017,March,2,23,20
2017,March,3,0,15.5
2017,March,3,1,15
2017,March,3,2,14.5
2017,March,3,3,15
2017,March,3,4,14.5
2017,March,3,5,15
2017,March,3,6,18.5
2017,March,5,7,17.5
2017,March,5,8,17.5
2017,March,5,9,18.5
2017,March,5,10,24
2017,March,5,11,22
2017,March,5,12,25
2017,March,5,13,27
2017,March,5,14,25
2017,March,5,15,25.5
2017,March,5,16,25.5
2017,March,5,17,28
2017,March,5,18,27
2017,March,5,19,25
2017,March,5,20,24
2017,March,5,21,26
2017,March,5,22,23.5
2017,March,5,23,21.5
2017,March,6,0,15.5
2017,March,6,1,14.5
2017,March,6,2,13.5
2017,March,6,3,14
2017,March,6,4,14
2017,March,6,5,13.5
2017,March,6,6,16.5
2017,March,6,7,24
2017,March,6,8,28.5
2017,March,6,9,38.5
2017,March,6,10,42
2017,March,6,11,43
2017,March,6,12,46.5
2017,March,6,13,46
2017,March,6,14,47
2017,March,6,15,45.5
2017,March,6,16,44.5
2017,March,6,17,44.5
2017,March,6,18,43
2017,March,6,19,37
2017,March,6,20,32
2017,March,6,21,29.5
2017,March,6,22,25
2017,March,6,23,20
2017,March,7,0,15.5
2017,March,7,1,14.5
2017,March,7,2,15
2017,March,7,3,14
2017,March,7,4,14.5
2017,March,7,5,14
2017,March,7,6,18
2017,March,7,7,23.5
2017,March,7,8,26.5
2017,March,7,9,34.5
2017,March,7,10,41.5
2017,March,7,11,44
2017,March,7,12,46.5
2017,March,7,13,46
2017,March,7,14,47
2017,March,7,15,49
2017,March,7,16,49
2017,March,7,17,46.5
2017,March,7,18,46.5
2017,March,7,19,42.5
2017,March,7,20,36
2017,March,7,21,30.5
2017,March,7,22,27.5
2017,March,7,23,21.5
2017,March,8,0,16
2017,March,8,1,16
2017,March,8,2,15
2017,March,8,3,15.5
2017,March,8,4,16
2017,March,8,5,14.5
2017,March,8,6,18.5
2017,March,8,7,24.5
2017,March,8,8,27.5
2017,March,8,9,36.5
2017,March,8,10,43.5
2017,March,8,11,43.5
2017,March,8,12,44
2017,March,8,13,48.5
2017,March,8,14,46.5
2017,March,8,15,44
2017,March,8,16,43.5
2017,March,8,17,40
2017,March,8,18,40
2017,March,8,19,37
2017,March,8,20,33.5
2017,March,8,21,29
2017,March,8,22,25
2017,March,8,23,21
2017,March,9,0,16.5
2017,March,9,1,15
2017,March,9,2,14.5
2017,March,9,3,15
2017,March,9,4,15
2017,March,9,5,15.5
2017,March,9,6,19
2017,March,11,7,22
2017,March,11,8,22.5
2017,March,11,9,25
2017,March,11,10,26.5
2017,March,11,11,26.5
2017,March,11,12,28
2017,March,11,13,30
2017,March,11,14,32
2017,March,11,15,29
2017,March,11,16,29
2017,March,11,17,27
2017,March,11,18,26
2017,March,11,19,26.5
2017,March,11,20,25
2017,March,11,21,23
2017,March,11,22,23.5
2017,March,11,23,20.5
2017,March,12,0,16
2017,March,12,1,14
2017,March,12,2,14
2017,March,12,3,14
2017,March,12,4,14
2017,March,12,5,14.5
2017,March,12,6,14.5
2017,March,12,7,17
2017,March,12,8,18
2017,March,12,9,18
2017,March,12,10,19
2017,March,12,11,22
2017,March,12,12,23.5
2017,March,12,13,22.5
2017,March,12,14,22.5
2017,March,12,15,23.5
2017,March,12,16,23
2017,March,12,17,23
2017,March,12,18,20.5
2017,March,12,19,22.5
2017,March,12,20,23
2017,March,12,21,22
2017,March,12,22,20
2017,March,12,23,20.5
2017,March,13,0,16.5
2017,March,13,1,16
2017,March,13,2,14
2017,March,13,3,14
2017,March,13,4,14
2017,March,13,5,15
2017,March,13,6,17.5
2017,March,13,7,23.5
2017,March,13,8,28
2017,March,13,9,33.5
2017,March,13,10,40.5
2017,March,13,11,47
2017,March,13,12,46
2017,March,13,13,44
2017,March,13,14,47.5
2017,March,13,15,48.5
2017,March,13,16,46.5
2017,March,13,17,46.5
2017,March,13,18,45.5
2017,March,13,19,38
2017,March,13,20,34.5
2017,March,13,21,29
2017,March,13,22,26
2017,March,13,23,21
2017,March,14,0,17
2017,March,14,1,15.5
2017,March,14,2,14
2017,March,14,3,14.5
2017,March,14,4,14.5
2017,March,14,5,14
2017,March,14,6,17.5
2017,March,14,7,24.5
2017,March,14,8,29
2017,March,14,9,36.5
2017,March,14,10,44.5
2017,March,14,11,46.5
2017,March,14,12,45.5
2017,March,14,13,45.5
2017,March,14,14,45.5
2017,March,14,15,44
2017,March,14,16,45.5
2017,March,14,17,45.5
2017,March,14,18,43.5
2017,March,14,19,42.5
2017,March,14,20,34
2017,March,14,21,29.5
2017,March,14,22,27
2017,March,14,23,22.5
2017,March,15,0,16
2017,March,15,1,14.5
2017,March,15,2,14.5
2017,March,15,3,15
2017,March,15,4,14.5
2017,March,15,5,15
2017,March,15,6,20
2017,March,15,7,26
2017,March,15,8,28.5
2017,March,15,9,36.5
2017,March,15,10,41.5
2017,March,15,11,43.5
2017,March,15,12,44.5
2017,March,15,13,45
2017,March,15,14,47
2017,March,15,15,44.5
2017,March,15,16,44.5
2017,March,15,17,42.5
2017,March,15,18,38.5
2017,March,15,19,37.5
2017,March,15,20,34
2017,March,15,21,30
2017,March,15,22,24.5
2017,March,15,23,21.5
2017,March,16,0,17
2017,March,16,1,16
2017,March,16,2,15
2017,March,16,3,15.5
2017,March,16,4,15
2017,March,16,5,15
2017,March,16,6,19
2017,March,16,7,25
2017,March,16,8,28
2017,March,16,9,35
2017,March,16,10,44
2017,March,16,11,45.5
2017,March,16,12,47
2017,March,16,13,48
2017,March,16,14,48
2017,March,16,15,47.5
2017,March,16,16,43.5
2017,March,16,17,44
2017,March,16,18,40
2017,March,16,19,39
2017,March,16,20,35
2017,March,16,21,29.5
2017,March,16,22,26.5
2017,March,16,23,20
2017,March,17,0,16.5
2017,March,17,1,15.5
2017,March,17,2,15
2017,March,17,3,14.5
2017,March,17,4,15
2017,March,17,5,14.5
2017,March,17,6,18.5
2017,March,17,7,25
2017,March,17,8,25.5
2017,March,17,9,36.5
2017,March,17,10,41
2017,March,17,11,45
2017,March,17,12,46.5
2017,March,17,13,48.5
2017,March,17,14,48.5
2017,March,17,15,48.5
2017,March,17,16,48.5
2017,March,17,17,47.5
2017,March,17,18,40
2017,March,17,19,33.5
2017,March,17,20,30
2017,March,17,21,27.5
2017,March,17,22,23
2017,March,17,23,20
2017,March,18,0,16
2017,March,18,1,15
2017,March,18,2,14.5
2017,March,18,3,14
2017,March,18,4,14.5
2017,March,18,5,14.5
2017,March,18,6,16
2017,March,18,7,24.5
2017,March,18,8,22
2017,March,18,9,23
2017,March,18,10,23
2017,March,18,11,25.5
2017,March,18,12,28.5
2017,March,18,13,32.5
2017,March,18,14,32.5
2017,March,18,15,29
2017,March,18,16,29
2017,March,18,17,31
2017,March,18,18,30.5
2017,March,18,19,31.5
2017,March,18,20,30
2017,March,18,21,29
2017,March,18,22,26.5
2017,March,18,23,24.5
2017,March,19,0,18.5
2017,March,19,1,16.5
2017,March,19,2,16.5
2017,March,19,3,15.5
2017,March,19,4,16.5
2017,March,19,5,16
2017,March,19,6,15.5
2017,March,19,7,18.5
2017,March,19,8,18.5
2017,March,19,9,19
2017,March,19,10,17.5
2017,March,19,11,20.5
2017,March,19,12,20.5
2017,March,19,13,19
2017,March,19,14,21
2017,March,19,15,23
2017,March,19,16,24.5
2017,March,19,17,25
2017,March,19,18,24
2017,March,19,19,24.5
2017,March,19,20,24.5
2017,March,19,21,22.5
2017,March,19,22,20.5
2017,March,19,23,19
2017,March,20,0,15.5
2017,March,20,1,14.5
2017,March,20,2,12.5
2017,March,20,3,13
2017,March,20,4,13
2017,March,20,5,14.5
2017,March,20,6,14.5
2017,March,20,7,19
2017,March,20,8,25
2017,March,20,9,36
2017,March,20,10,45.5
2017,March,20,11,47
2017,March,20,12,47.5
2017,March,20,13,47
2017,March,20,14,47.5
2017,March,20,15,46
2017,March,20,16,45.5
2017,March,20,17,43.5
2017,March,20,18,40
2017,March,20,19,35
2017,March,20,20,31
2017,March,20,21,26.5
2017,March,20,22,23
2017,March,20,23,20
2017,March,21,0,14.5
2017,March,21,1,14
2017,March,21,2,14
2017,March,21,3,13.5
2017,March,21,4,13.5
2017,March,21,5,14
2017,March,21,6,16
2017,March,21,7,23.5
2017,March,21,8,25.5
2017,March,21,9,32
2017,March,21,10,41.5
2017,March,21,11,44
2017,March,21,12,42.5
2017,March,21,13,46
2017,March,21,14,48.5
2017,March,21,15,45
2017,March,21,16,46.5
2017,March,21,17,45.5
2017,March,21,18,41
2017,March,21,19,39.5
2017,March,21,20,36.5
2017,March,21,21,29.5
2017,March,21,22,25.5
2017,March,21,23,20.5
2017,March,22,0,16
2017,March,22,1,14.5
2017,March,22,2,14.5
2017,March,22,3,14
2017,March,22,4,14
2017,March,22,5,15
2017,March,22,6,18.5
2017,March,22,7,23.5
2017,March,22,8,28.5
2017,March,22,9,36
2017,March,22,10,43
2017,March,22,11,48
2017,March,22,12,51
2017,March,22,13,50
2017,March,22,14,49
2017,March,22,15,50.5
2017,March,22,16,49
2017,March,22,17,43.5
2017,March,22,18,39
2017,March,22,19,36.5
2017,March,22,20,30
2017,March,22,21,26.5
2017,March,22,22,24.5
2017,March,22,23,21.5
2017,March,23,0,16.5
2017,March,23,1,16
2017,March,23,2,15.5
2017,March,23,3,15.5
2017,March,23,4,15
2017,March,23,5,16
2017,March,23,6,19.5
2017,March,23,7,25
2017,March,23,8,25.5
2017,March,23,9,34.5
2017,March,23,10,41.5
2017,March,23,11,43.5
2017,March,23,12,44.5
2017,March,23,13,45
2017,March,23,14,46.5
2017,March,23,15,45.5
2017,March,23,16,44.5
2017,March,23,17,41.5
2017,March,23,18,39.5
2017,March,23,19,38
2017,March,23,20,32.5
2017,March,23,21,28.5
2017,March,23,22,28
2017,March,23,23,21
2017,March,24,0,16
2017,March,24,1,15
2017,March,24,2,14.5
2017,March,24,3,15
2017,March,24,4,14
2017,March,24,5,15
2017,March,24,6,18.5
2017,March,24,7,24
2017,March,24,8,26
2017,March,24,9,31.5
2017,March,24,10,36
2017,March,24,11,38.5
2017,March,24,12,42.5
2017,March,24,13,43.5
2017,March,24,14,40
2017,March,24,15,40
2017,March,24,16,38
2017,March,24,17,35
2017,March,24,18,33.5
2017,March,24,19,30.5
2017,March,24,20,28
2017,March,24,21,25
2017,March,24,22,23.5
2017,March,24,23,22
2017,March,25,0,17
2017,March,25,1,17
2017,March,25,2,16
2017,March,25,3,15
2017,March,25,4,15.5
2017,March,25,5,15.5
2017,March,25,6,17
2017,April,2,16,19.5
2017,April,2,17,19
2017,April,2,18,20
2017,April,2,19,19
2017,April,2,20,19.5
2017,April,2,21,20
2017,April,2,22,19
2017,April,2,23,14.5
2017,April,3,0,13.5
2017,April,3,1,13.5
2017,April,3,2,13
2017,April,3,3,13.5
2017,April,3,4,13
2017,April,3,5,17.5
2017,April,3,6,23.5
2017,April,3,7,25.5
2017,April,3,8,29
2017,April,3,9,32.5
2017,April,3,10,31.5
2017,April,3,11,33
2017,April,3,12,31
2017,April,3,13,32
2017,April,3,14,31
2017,April,3,15,31
2017,April,3,16,28.5
2017,April,3,17,27
2017,April,3,18,22.5
2017,April,3,19,22
2017,April,3,20,19.5
2017,April,3,21,20
2017,April,3,22,20
2017,April,3,23,14.5
2017,April,4,0,12.5
2017,April,4,1,13
2017,April,4,2,12.5
2017,April,4,3,12.5
2017,April,4,4,12
2017,April,4,5,18
2017,April,4,6,22.5
2017,April,4,7,24.5
2017,April,4,8,30
2017,April,4,9,33.5
2017,April,4,10,33
2017,April,4,11,35.5
2017,April,4,12,35.5
2017,April,4,13,34
2017,April,4,14,33.5
2017,April,4,15,32
2017,April,4,16,30.5
2017,April,4,17,29
2017,April,4,18,23.5
2017,April,4,19,21.5
2017,April,4,20,21.5
2017,April,4,21,20.5
2017,April,4,22,19
2017,April,4,23,15
2017,April,5,0,13.5
2017,April,5,1,13
2017,April,5,2,13.5
2017,April,5,3,13.5
2017,April,5,4,14
2017,April,5,5,16.5
2017,April,25,6,22.5
2017,April,25,7,26
2017,April,25,8,31.5
2017,April,25,9,37
2017,April,25,10,39.5
2017,April,25,11,40
2017,April,25,12,41
2017,April,25,13,43
2017,April,25,14,42
2017,April,25,15,40
2017,April,25,16,38.5
2017,April,25,17,35.5
2017,April,25,18,36.5
2017,April,25,19,30.5
2017,April,25,20,29
2017,April,25,21,27
2017,April,25,22,20
2017,April,25,23,16
2017,April,26,0,14
2017,April,26,1,13
2017,April,26,2,13
2017,April,26,3,13
2017,April,26,4,14
2017,April,26,5,16.5
2017,April,26,6,22.5
2017,April,26,7,26.5
2017,April,26,8,31.5
2017,April,26,9,39
2017,April,26,10,38.5
2017,April,26,11,40
2017,April,26,12,39.5
2017,April,26,13,42
2017,April,26,14,41.5
2017,April,26,15,42
2017,April,26,16,36
2017,April,26,17,34
2017,April,26,18,31
2017,April,26,19,30.5
2017,April,26,20,28
2017,April,26,21,23.5
2017,April,26,22,18.5
2017,April,26,23,13
2017,April,27,0,12.5
2017,April,27,1,12
2017,April,27,2,12.5
2017,April,27,3,11.5
2017,April,27,4,13
2017,April,27,5,18.5
2017,April,27,6,23.5
2017,April,27,7,27.5
2017,April,27,8,32
2017,April,27,9,36
2017,April,27,10,37
2017,April,27,11,39.5
2017,April,27,12,39
2017,April,27,13,39
2017,April,27,14,39
2017,April,27,15,38.5
2017,April,27,16,37
2017,April,27,17,33.5
2017,April,27,18,29
2017,April,27,19,26.5
2017,April,27,20,26.5
2017,April,27,21,23.5
2017,April,27,22,19
2017,April,27,23,14.5
2017,April,28,0,14.5
2017,April,28,1,13.5
2017,April,28,2,13.5
2017,April,28,3,14
2017,April,28,4,13
2017,April,28,5,17.5
2017,May,1,0,12
2017,May,1,1,13
2017,May,1,2,12.5
2017,May,1,3,13
2017,May,1,4,12.5
2017,May,1,5,15
2017,May,1,6,19.5
2017,May,1,7,19.5
2017,May,1,8,21
2017,May,1,9,23.5
2017,May,1,10,24.5
2017,May,1,11,25.5
2017,May,1,12,26
2017,May,1,13,27
2017,May,1,14,27
2017,May,1,15,27
2017,May,1,16,26
2017,May,1,17,26
2017,May,1,18,23.5
2017,May,1,19,25
2017,May,1,20,24
2017,May,1,21,20.5
2017,May,1,22,19.5
2017,May,1,23,14
2017,May,2,0,12.5
2017,May,2,1,12.5
2017,May,2,2,12.5
2017,May,2,3,12
2017,May,2,4,13.5
2017,May,2,5,16
2017,May,2,6,22
2017,May,2,7,23.5
2017,May,2,8,31.5
2017,May,2,9,34.5
2017,May,2,10,37
2017,May,2,11,40.5
2017,May,2,12,41
2017,May,2,13,41.5
2017,May,2,14,43
2017,May,2,15,41.5
2017,May,2,16,40
2017,May,6,4,13.5
2017,May,6,5,14.5
2017,May,6,6,21
2017,May,6,7,23.5
2017,May,6,8,25.5
2017,May,6,9,29
2017,May,6,10,29.5
2017,May,6,11,30.5
2017,May,6,12,31
2017,May,6,13,32.5
2017,May,6,14,31
2017,May,6,15,29
2017,May,6,16,19.5
2017,May,6,17,18.5
2017,May,6,18,19.5
2017,May,6,19,16.5
2017,May,6,20,16
2017,May,6,21,18
2017,May,6,22,15
2017,May,6,23,15
2017,May,7,0,14.5
2017,May,7,1,13
2017,May,7,2,13.5
2017,May,7,3,12
2017,May,7,4,13
2017,May,7,5,14
2017,May,7,6,17
2017,May,7,7,18
2017,May,7,8,20.5
2017,May,7,9,21.5
2017,May,7,10,21
2017,May,7,11,23
2017,May,7,12,23
2017,May,7,13,24
2017,May,7,14,25.5
2017,May,7,15,24
2017,May,7,16,25.5
2017,May,7,17,24
2017,May,7,18,23
2017,May,7,19,21.5
2017,May,7,20,19
2017,May,7,21,19
2017,May,7,22,19
2017,May,7,23,14
2017,May,8,0,12.5
2017,May,8,1,13
2017,May,8,2,12.5
2017,May,8,3,13
2017,May,8,4,14
2017,May,8,5,14.5
2017,May,10,6,21
2017,May,10,7,24.5
2017,May,10,8,29
2017,May,10,9,36
2017,May,10,10,37.5
2017,May,10,11,37.5
2017,May,10,12,38
2017,May,10,13,41
2017,May,10,14,40
2017,May,10,15,37.5
2017,May,10,16,35
2017,May,10,17,33.5
2017,May,10,18,31
2017,May,10,19,29.5
2017,May,10,20,26.5
2017,May,10,21,23
2017,May,10,22,21.5
2017,May,10,23,14
2017,May,11,0,13
2017,May,11,1,13
2017,May,11,2,13
2017,May,11,3,13
2017,May,11,4,14.5
2017,May,11,5,16
2017,May,11,6,23
2017,May,11,7,24.5
2017,May,11,8,30.5
2017,May,11,9,32.5
2017,May,11,10,35.5
2017,May,11,11,38
2017,May,11,12,38
2017,May,11,13,35
2017,May,11,14,31.5
2017,May,11,15,33
2017,May,11,16,31
2017,May,11,17,28.5
2017,May,11,18,25.5
2017,May,11,19,25
2017,May,11,20,24.5
2017,May,11,21,24.5
2017,May,11,22,18.5
2017,May,11,23,15.5
2017,May,12,0,13
2017,May,12,1,12
2017,May,12,2,12.5
2017,May,12,3,12
2017,May,12,4,13
2017,May,12,5,15.5
2017,May,12,6,22
2017,May,12,7,24
2017,May,12,8,29.5
2017,May,12,9,35
2017,May,12,10,33.5
2017,May,12,11,38.5
2017,May,12,12,39.5
2017,May,12,13,40
2017,May,12,14,40.5
2017,May,12,15,37.5
2017,May,12,16,37
2017,May,12,17,32
2017,May,12,18,29.5
2017,May,12,19,30
2017,May,12,20,24.5
2017,May,12,21,23.5
2017,May,12,22,17
2017,May,12,23,13
2017,May,13,0,14
2017,May,13,1,14
2017,May,13,2,12.5
2017,May,13,3,13
2017,May,13,4,13.5
2017,May,13,5,13.5
2017,May,13,6,17
2017,May,13,7,18
2017,May,13,8,20.5
2017,May,13,9,22.5
2017,May,13,10,23.5
2017,May,13,11,25
2017,May,13,12,25
2017,May,13,13,26.5
2017,May,13,14,23
2017,May,13,15,22.5
2017,May,13,16,22.5
2017,May,13,17,21.5
2017,May,13,18,20
2017,May,13,19,21
2017,May,13,20,20
2017,May,13,21,19
2017,May,13,22,20
2017,May,13,23,13.5
2017,May,14,0,13.5
2017,May,14,1,14
2017,May,14,2,13.5
2017,May,14,3,13
2017,May,14,4,13.5
2017,May,14,5,13
2017,May,14,6,16
2017,May,14,7,17
2017,May,14,8,17
2017,May,14,9,18.5
2017,May,14,10,20
2017,May,14,11,24
2017,May,14,12,24
2017,May,14,13,22.5
2017,May,14,14,24
2017,May,14,15,24.5
2017,May,14,16,23.5
2017,May,14,17,23.5
2017,May,14,18,21
2017,May,14,19,19.5
2017,May,14,20,21
2017,May,14,21,20
2017,May,14,22,18
2017,May,14,23,13
2017,May,15,0,14.5
2017,May,15,1,14
2017,May,15,2,13.5
2017,May,15,3,12.5
2017,May,15,4,13.5
2017,May,15,5,15
2017,May,15,6,23
2017,May,15,7,26.5
2017,May,15,8,33
2017,May,15,9,38.5
2017,May,15,10,38.5
2017,May,15,11,39.5
2017,May,15,12,42
2017,May,15,13,41.5
2017,May,15,14,42.5
2017,May,15,15,40.5
2017,May,15,16,35.5
2017,May,15,17,33
2017,May,15,18,28
2017,May,15,19,26
2017,May,15,20,20
2017,May,15,21,20.5
2017,May,15,22,15
2017,May,15,23,13.5
2017,May,16,0,13.5
2017,May,16,1,13
2017,May,16,2,13.5
2017,May,16,3,12.5
2017,May,16,4,13.5
2017,May,16,5,16.5
2017,May,16,6,19.5
2017,May,16,7,21
2017,May,16,8,28.5
2017,May,16,9,37
2017,May,16,10,40
2017,May,16,11,40
2017,May,16,12,41
2017,May,16,13,43
2017,May,16,14,40
2017,May,16,15,40.5
2017,May,16,16,37
2017,May,16,17,34.5
2017,May,16,18,28.5
2017,May,16,19,26
2017,May,16,20,24.5
2017,May,16,21,22
2017,May,16,22,20
2017,May,16,23,14.5
2017,May,17,0,14
2017,May,17,1,13.5
2017,May,17,2,13
2017,May,17,3,13.5
2017,May,17,4,15
2017,May,17,5,16.5
2017,May,17,6,22.5
2017,May,17,7,23
2017,May,17,8,29
2017,May,17,9,35
2017,May,17,10,37
2017,May,17,11,35.5
2017,May,17,12,37.5
2017,May,17,13,42
2017,May,17,14,39.5
2017,May,17,15,38
2017,May,17,16,36.5
2017,May,17,17,33.5
2017,May,17,18,33.5
2017,May,17,19,28
2017,May,17,20,26
2017,May,17,21,24.5
2017,May,17,22,19.5
2017,May,17,23,16.5
2017,May,18,0,13.5
2017,May,18,1,14.5
2017,May,18,2,13.5
2017,May,18,3,12.5
2017,May,18,4,14
2017,May,18,5,16
2017,May,18,6,21.5
2017,May,18,7,24
2017,May,18,8,30
2017,May,18,9,35
2017,May,18,10,37.5
2017,May,18,11,37.5
2017,May,18,12,36.5
2017,May,18,13,38.5
2017,May,18,14,37
2017,May,18,15,37.5
2017,May,18,16,35.5
2017,May,18,17,34
2017,May,18,18,30
2017,May,18,19,26
2017,May,18,20,24.5
2017,May,18,21,22
2017,May,18,22,19.5
2017,May,18,23,14
2017,May,19,0,13
2017,May,19,1,13.5
2017,May,19,2,13
2017,May,19,3,13
2017,May,19,4,13.5
2017,May,19,5,15.5
2017,May,19,6,22.5
2017,May,19,7,25
2017,May,19,8,28
2017,May,19,9,32.5
2017,May,19,10,35.5
2017,May,19,11,37
2017,May,19,12,37.5
2017,May,19,13,37
2017,May,19,14,36.5
2017,May,19,15,34.5
2017,May,19,16,33
2017,May,19,17,29.5
2017,May,19,18,29
2017,May,19,19,25
2017,May,19,20,21.5
2017,May,19,21,21
2017,May,19,22,18
2017,May,19,23,13.5
2017,May,20,0,14.5
2017,May,20,1,12.5
2017,May,20,2,13.5
2017,May,20,3,12.5
2017,May,20,4,12.5
2017,May,20,5,13
2017,May,20,6,17
2017,May,20,7,18
2017,May,20,8,20
2017,May,20,9,20.5
2017,May,20,10,20.5
2017,May,20,11,24.5
2017,May,20,12,21
2017,May,20,13,23
2017,May,20,14,22
2017,May,20,15,22.5
2017,May,20,16,21
2017,May,20,17,20.5
2017,May,20,18,18.5
2017,May,20,19,19.5
